step,mid_price,best_bid,best_ask
58,104.94898400859182,105.18,104.99898400859182
59,105.03134883378571,104.77,105.08134883378571
60,104.98866748988046,104.83,105.03866748988045
61,103.97866495671373,103.92866495671373,104.96
62,105.01649785795733,104.96649785795734,105.06649785795733
63,105.83458124525117,105.78458124525118,105.88458124525117
64,105.36301548225545,105.63,105.41301548225545
65,105.07083268155672,105.02083268155673,105.12083268155672
66,105.09205102903758,104.9,105.14205102903757
67,104.11372461404486,104.89,104.16372461404485
68,105.00997202667935,104.95997202667935,104.09
69,104.09545806631795,104.04545806631795,104.14545806631794
70,104.6429947354935,103.92,104.6929947354935
71,104.99809965834493,104.44,105.04809965834492
72,105.34910453488087,105.29910453488087,104.97
73,105.75196859987577,105.15,105.80196859987576
74,105.76846928199944,105.55,105.81846928199944
75,105.88786125315794,105.57,105.93786125315793
76,105.86328299361335,105.69,105.91328299361335
77,105.53367965727843,105.48367965727843,105.84
78,104.61188219687331,105.33,104.66188219687331
79,104.61851042599089,104.5685104259909,104.59
80,105.36368239913955,105.31368239913955,104.59
81,105.75259119042609,105.16,105.80259119042609
82,105.14836226539566,105.55,105.19836226539566
83,106.31837170470365,104.95,106.36837170470365
84,106.56091284943598,106.51091284943598,106.29
85,106.20950709707814,106.36,106.25950709707814
86,105.88762257919996,106.01,105.93762257919995
87,105.93019287601888,105.88019287601888,105.86
88,105.68138021974276,105.63138021974277,105.91
89,105.25097708544405,105.20097708544405,105.66
90,104.90577307613557,104.85577307613558,105.23
91,105.42530742086517,105.37530742086517,104.88
92,105.81361194339547,105.76361194339547,105.86361194339547
93,105.63595222191559,105.64,105.68595222191558
94,105.33363526239143,105.46,105.38363526239142
95,104.94541932073015,105.16,104.99541932073015
96,105.26338339444388,104.75,105.31338339444387
97,104.98015394762224,104.93015394762224,105.24
98,104.97224587337043,104.92224587337043,104.96
99,104.60159821628416,104.77,104.65159821628416
100,105.07478181738924,105.02478181738924,104.58
101,105.4637020725909,104.87,105.5137020725909
102,105.09647986859028,105.04647986859028,105.14647986859028
103,105.0633539231469,104.92,105.1133539231469
104,104.96377999617332,104.89,105.01377999617331
105,104.38061057112981,104.76,104.4306105711298
106,105.09916990446635,105.04916990446635,104.36
107,103.90697285312191,104.9,103.95697285312191
108,103.05538826265466,103.00538826265466,103.10538826265466
109,101.44397957623063,101.39397957623063,103.01
110,101.34959321867024,101.29959321867024,101.39
111,101.78377921434871,101.73377921434871,101.3
112,102.61702175107763,102.56702175107763,101.73
113,102.37301498292223,102.32301498292223,102.42301498292223
114,102.10777896733127,102.2,102.15777896733127
115,101.59308284093831,101.91,101.6430828409383
116,101.1782837932131,101.1282837932131,101.57
117,101.08352784613017,101.03352784613017,101.13352784613016
118,102.23121443953754,102.18121443953754,101.03
119,102.0507811767535,102.0007811767535,102.1007811767535
120,101.48744253847423,101.85,101.53744253847422
121,101.31398143412041,101.26398143412041,101.3639814341204
122,101.74842832474125,101.69842832474126,101.26
123,102.43808076337919,102.3880807633792,101.72
124,102.27097789772297,102.24,102.32097789772297
125,103.50274617435572,103.45274617435572,103.55274617435572
126,104.12621124262738,103.33,104.17621124262737
127,104.80861118440212,103.93,104.85861118440212
128,105.32648802437276,105.27648802437277,104.78
129,104.51133604066803,105.13,104.56133604066802
130,104.95039171192234,104.90039171192234,105.00039171192233
131,105.94797305920876,105.89797305920877,104.9
132,106.05586908529023,106.00586908529023,105.92
133,105.87403278939964,105.86,105.92403278939963
134,105.28820959515807,105.67,105.33820959515806
135,105.59651499093525,105.54651499093525,105.26
136,104.67107894055748,104.62107894055748,105.57
137,104.42203410879914,104.37203410879914,104.47203410879914
138,104.42805026966724,104.37805026966724,104.37
139,104.29238366941696,104.24238366941697,104.38
140,104.3264521380867,104.2764521380867,104.24
141,104.1617050913036,104.1117050913036,104.28
142,104.45128538513147,104.40128538513147,104.11
143,103.84839025092907,103.79839025092907,104.4
144,103.97928405386622,103.92928405386623,103.82
145,103.69490758905651,103.78,103.74490758905651
146,102.4965986665868,102.44659866658681,103.67
147,102.07863138497092,102.3,102.12863138497092
148,102.28408681618347,102.23408681618348,102.05
149,102.38946135981712,102.33946135981712,102.26
150,103.23549839768178,102.19,103.28549839768178
151,103.33688373159605,103.28688373159605,103.38688373159604
152,102.56190274270533,103.16,102.61190274270533
153,102.7546383679971,102.7046383679971,102.8046383679971
154,102.43750087608824,102.38750087608824,102.7
155,102.49040009220121,102.44040009220122,102.39
156,102.60920992748143,102.55920992748143,102.47
157,103.51674595958424,102.41,103.56674595958424
158,103.3313476080208,103.32,103.3813476080208
159,103.3477734386384,103.13,103.3977734386384
160,103.47066968961983,103.15,103.52066968961982
161,103.79473048185197,103.27,103.84473048185197
162,103.05980789740367,103.00980789740368,103.77
163,102.14074565309583,102.86,102.19074565309583
164,100.88755489421816,100.83755489421816,102.12
165,99.5679382520884,100.69,99.6179382520884
166,99.60152114619815,99.55152114619816,99.54
167,99.46838948165528,99.41838948165528,99.58
168,99.73772026578627,99.68772026578627,99.78772026578626
169,99.71566040230304,99.66566040230305,99.76566040230304
170,98.84695039695703,99.52,98.89695039695702
171,98.86264452507254,98.81264452507254,98.82
172,99.08393091410682,99.03393091410682,98.84
173,99.23881116098629,99.18881116098629,99.06
174,99.61217251904054,99.56217251904054,99.21
175,99.17693255783021,99.41,99.22693255783021
176,99.1579656552058,98.98,99.2079656552058
177,97.98699920799487,97.93699920799487,99.13
178,96.58413336621673,96.53413336621674,96.63413336621673
179,96.32014013488897,96.27014013488898,96.53
180,96.51607782721823,96.46607782721823,96.27
181,97.29788475969973,97.24788475969973,96.47
182,96.68374597959314,96.63374597959314,97.27
183,96.39923587172802,96.48,96.44923587172802
184,95.92913482362334,95.87913482362335,96.37
185,95.83072777562323,95.78072777562323,95.9
186,96.86303296968339,96.81303296968339,95.81
187,96.51800237784805,96.66,96.56800237784805
188,96.42914257427205,96.32,96.47914257427205
189,96.63533103895381,96.58533103895381,96.4
190,96.72189838745632,96.44,96.77189838745632
191,97.10059693847269,96.52,97.15059693847269
192,96.58968211381229,96.53968211381229,97.08
193,96.91332316053987,96.39,96.96332316053987
194,96.03753564550175,95.98753564550175,96.08753564550175
195,96.15740499272971,95.86,96.2074049927297
196,95.51896380649454,95.96,95.56896380649454
197,95.57222886777457,95.52222886777457,95.49
198,95.626739527521,95.576739527521,95.55
199,95.7405762173876,95.6905762173876,95.6
200,96.14640214884878,96.09640214884878,96.19640214884878
201,95.31070361864441,95.97,95.36070361864441
202,96.10135254785527,96.05135254785527,96.15135254785527
203,96.38701018792014,96.33701018792014,96.43701018792014
204,96.6636203260282,96.21,96.71362032602819
205,96.68892597408359,96.49,96.73892597408359
206,96.75792594411439,96.51,96.80792594411439
207,97.43137495800411,96.56,97.48137495800411
208,97.72567996769176,97.23,97.77567996769176
209,97.2789438460109,97.2289438460109,97.7
210,96.54193952004152,97.08,96.59193952004152
211,97.34164899288466,97.29164899288466,96.52
212,97.07296403198688,97.14,97.12296403198688
213,97.38389386064965,96.87,97.43389386064965
214,97.5882946166668,97.18,97.6382946166668
215,97.7001062182498,97.39,97.7501062182498
216,97.81403512324043,97.76403512324043,97.68
217,97.81823080540352,97.61,97.86823080540351
218,97.73239273157367,97.62,97.78239273157367
219,97.60451375485832,97.55451375485832,97.71
220,96.65398624489607,96.60398624489608,97.58
221,96.15779886254491,96.45,96.2077988625449
222,96.0123948697153,95.9623948697153,96.13
223,96.30908853916974,96.25908853916974,95.99
224,96.77209529910758,96.72209529910758,96.28
225,96.15735612177137,96.57,96.20735612177137
226,96.84858455987569,96.79858455987569,96.13
227,96.78947552800123,96.73947552800124,96.82
228,97.21709546661825,96.59,97.26709546661824
229,98.15016477999659,97.02,98.20016477999658
230,98.24447632278972,97.95,98.29447632278972
231,97.3913263000086,98.04,97.4413263000086
232,97.73009528481776,97.19,97.78009528481776
233,97.69533540769602,97.64533540769602,97.71
234,97.26336397948427,97.21336397948427,97.67
235,97.1438810262245,97.09388102622451,97.24
236,96.83952792682103,96.78952792682104,97.12
237,97.20198154334994,97.15198154334995,96.81
238,97.12372507586385,97.07372507586385,97.18
239,97.25299582505183,96.92,97.30299582505182
240,97.67910512258054,97.05,97.72910512258053
241,97.31137557339382,97.48,97.36137557339381
242,97.09027789827269,97.11,97.14027789827269
243,96.8329666080226,96.7829666080226,97.07
244,96.69157993875564,96.63,96.74157993875563
245,97.26370461500036,97.21370461500037,96.67
246,96.91096480412655,97.06,96.96096480412655
247,96.44471866210777,96.39471866210778,96.49471866210777
248,96.16381038518945,96.11381038518945,96.39
249,96.23285161362124,96.18285161362124,96.11
250,95.19077526889625,95.14077526889625,96.18
251,95.32775381605182,95.27775381605183,95.17
252,95.68438594082674,95.63438594082675,95.3
253,95.33999643107649,95.48,95.38999643107648
254,94.91089054818872,94.86089054818872,94.96089054818871
255,95.6182759170945,95.5682759170945,94.86
256,95.14482896744674,95.09482896744674,95.19482896744674
257,94.36648963214815,94.31648963214815,94.41648963214814
258,94.678372372166,94.628372372166,94.32
259,94.9451153947122,94.8951153947122,94.65
260,94.14623659930672,94.75,94.19623659930672
261,93.86272133147598,93.81272133147598,94.12
262,93.43390479914424,93.66,93.48390479914424
263,92.93460095765326,92.88460095765326,93.41
264,92.92367360960502,92.87367360960502,92.91
265,93.31855057676806,93.26855057676806,92.9
266,92.63277487413136,92.58277487413136,92.68277487413135
267,92.33301304703743,92.28301304703743,92.38301304703742
268,92.49457399308064,92.44457399308064,92.31
269,93.02886057894848,92.97886057894848,92.47
270,92.51604912840227,92.46604912840228,93.0
271,91.6264734508477,92.32,91.6764734508477
272,91.5934190303911,91.5434190303911,91.6
273,91.14719677603095,91.09719677603096,91.57
274,91.45918940996351,91.40918940996352,91.12
275,90.7704466988422,90.72044669884221,91.43
276,90.20829794578901,90.15829794578902,90.25829794578901
277,88.86193340473561,88.81193340473561,90.16
278,88.75914582414146,88.70914582414146,88.81
279,88.24066422734995,88.19066422734996,88.73
280,87.959926671566,87.909926671566,88.22
281,88.1050687786257,88.0550687786257,87.93
282,87.5389652667433,87.4889652667433,88.08
283,88.22423130938219,88.1742313093822,87.51
284,88.02869623930573,87.97869623930573,88.2
285,88.19563059538103,87.83,88.24563059538103
286,87.98371200938074,88.0,88.03371200938074
287,87.80092626221953,87.78,87.85092626221953
288,87.97055661898837,87.92055661898837,87.78
289,88.44679450380528,88.39679450380528,87.95
290,88.24546578789615,88.25,88.29546578789615
291,88.74778761011424,88.05,88.79778761011424
292,89.03356695743582,88.55,89.08356695743582
293,89.10765520049694,88.83,89.15765520049693
294,89.30330876306614,88.91,89.35330876306614
295,89.72974735165593,89.1,89.77974735165593
296,90.23404625435985,90.18404625435986,89.7
297,90.48298084133272,90.03,90.53298084133272
298,89.8946310420764,89.8446310420764,90.46
299,90.10432701392234,89.69,90.15432701392234
300,90.5203060765032,90.4703060765032,90.08
301,90.29135869804018,90.32,90.34135869804018
302,90.36781509379583,90.09,90.41781509379582
303,90.64354219589623,90.17,90.69354219589623
304,90.50384094050604,90.44,90.55384094050603
305,90.21885079552706,90.3,90.26885079552706
306,90.25650183097925,90.20650183097925,90.19
307,90.9268636033013,90.8768636033013,90.23
308,91.11240797187558,90.73,91.16240797187558
309,91.00851550429213,90.91,91.05851550429213
310,90.43465517143481,90.38465517143482,90.98
311,90.31010945622918,90.23,90.36010945622918
312,89.68507263693172,89.63507263693172,90.29
313,89.74364912527851,89.69364912527851,89.7936491252785
314,88.88106543649525,88.83106543649525,89.69
315,88.61155057522586,88.56155057522587,88.86
316,88.7522431649068,88.7022431649068,88.59
317,88.99581094198271,88.94581094198271,88.73
318,88.75059644783086,88.70059644783086,88.97
319,88.84866642051685,88.55,88.89866642051685
320,89.22765350867115,89.17765350867116,88.82
321,88.98913981944209,89.03,89.03913981944208
322,88.75663693108562,88.79,88.80663693108562
323,88.58074570881641,88.53074570881641,88.73
324,88.07822139660664,88.02822139660664,88.56
325,88.46704337666858,88.41704337666859,88.05
326,89.05089065045657,89.00089065045657,88.44
327,88.36483803047538,88.31483803047539,88.41483803047538
328,88.11638528677594,88.06638528677594,88.16638528677593
329,88.23544695566198,88.18544695566199,88.09
330,88.05679922430595,88.00679922430595,88.21
331,88.30341625417435,88.25341625417435,88.03
332,88.43034628032218,88.1,88.48034628032218
333,88.49546907176658,88.23,88.54546907176658
334,88.7916319666041,88.3,88.8416319666041
335,88.0730304703269,88.59,88.1230304703269
336,87.99702461912432,87.94702461912432,88.05
337,88.01478013643694,87.96478013643694,87.97
338,88.74704589897563,88.69704589897563,87.99
339,88.07032963806573,88.02032963806573,88.72
340,88.1449185193973,87.87,88.19491851939729
341,87.46050079105069,87.4105007910507,88.12
342,87.81162153562899,87.26,87.86162153562898
343,87.624234626926,87.574234626926,87.79
344,87.0946727431502,87.0446727431502,87.6
345,87.2928215847607,87.2428215847607,87.07
346,87.8310447208529,87.09,87.8810447208529
347,87.22160186887952,87.17160186887952,87.81
348,88.1188124606544,88.0688124606544,88.1688124606544
349,88.43860564157586,88.38860564157586,88.07
350,88.3018839937196,88.2518839937196,88.3518839937196
351,87.8827798165114,88.13,87.9327798165114
352,88.7789555891467,88.72895558914671,88.8289555891467
353,88.19319494702066,88.14319494702066,88.24319494702065
354,88.3827060293911,88.3327060293911,88.4327060293911
355,88.71355927809209,88.6635592780921,88.76355927809209
356,88.22922382234913,88.54,88.27922382234912
357,88.7548488077831,88.05,88.8048488077831
358,88.82343639086854,88.55,88.87343639086853
359,88.60748292107354,88.62,88.65748292107354
360,88.90402456247416,88.85402456247417,88.58
361,89.43838275075993,88.7,89.48838275075992
362,90.294242832374,89.24,90.344242832374
363,90.833214296995,90.783214296995,90.88321429699499
364,91.44323069750851,90.66,91.49323069750851
365,91.6661969583352,91.24,91.7161969583352
366,92.11922958990405,91.47,92.16922958990405
367,91.73058310312788,91.92,91.78058310312788
368,91.99753967031226,91.53,92.04753967031226
369,91.71636747891878,91.66636747891879,91.97
370,91.92855967896989,91.52,91.97855967896989
371,91.07214675310033,91.02214675310033,91.12214675310032
372,91.91473850051553,91.86473850051553,91.96473850051552
373,91.61450493060462,91.56450493060463,91.89
374,90.88282836939013,90.83282836939013,90.93282836939012
375,90.72462103728277,90.67462103728278,90.83
376,90.1981742387818,90.1481742387818,90.7
377,89.52606678744236,90.0,89.57606678744236
378,88.71768545486354,88.66768545486354,89.5
379,88.16685605833388,88.11685605833388,88.21685605833387
380,89.32583338820073,89.27583338820074,88.12
381,89.8812562859192,89.83125628591921,89.28
382,90.97100262803473,90.92100262803473,89.86
383,91.43467327942568,90.77,91.48467327942568
384,91.07593715846811,91.02593715846811,91.41
385,91.84440618626533,90.88,91.89440618626533
386,91.00766937054243,90.95766937054243,91.05766937054243
387,92.09649005511451,90.83,92.14649005511451
388,93.00920727952946,91.9,93.05920727952946
389,93.66332025562218,92.81,93.71332025562218
390,93.40420364472203,93.46,93.45420364472203
391,93.20549895374002,93.15549895374002,93.25549895374002
392,92.80155640310224,93.03,92.85155640310224
393,93.89489376922012,92.6,93.94489376922012
394,93.99799342183368,93.94799342183369,94.04799342183368
395,94.16377054544702,93.82,94.21377054544702
396,94.3995680542208,93.96,94.44956805422079
397,93.7625604202534,93.7125604202534,93.81256042025339
398,94.05188544397689,93.59,94.10188544397688
399,94.1842629720229,94.13426297202291,94.2342629720229
400,94.0610373119103,94.0110373119103,94.13
401,93.3458673503997,93.2958673503997,94.04
402,93.33812852961921,93.28812852961921,93.38812852961921
403,93.25713416303489,93.2071341630349,93.29
404,92.22644879389516,92.17644879389516,93.21
405,92.62703700074748,92.57703700074748,92.18
406,91.93292882103574,91.88292882103575,92.6
407,92.26084398524306,92.21084398524306,91.91
408,92.91855323380162,92.86855323380162,92.24
409,93.61443275291978,93.56443275291979,92.89
410,93.73740356063472,93.41,93.78740356063471
411,93.58801811050775,93.54,93.63801811050774
412,93.83300284419249,93.7830028441925,93.56
413,93.39916604221969,93.63,93.44916604221969
414,93.5466586042359,93.4966586042359,93.5966586042359
415,93.2635876366244,93.2135876366244,93.5
416,93.31122947460881,93.26122947460881,93.21
417,93.31291015057053,93.26291015057053,93.26
418,93.24539675727581,93.19539675727582,93.26
419,92.75183651295691,92.70183651295692,93.22
420,92.85860037027494,92.80860037027495,92.73
421,93.20892846439774,93.15892846439775,92.83
422,93.5512620707503,93.5012620707503,93.6012620707503
423,93.26612448708849,93.38,93.31612448708849
424,93.58724282879297,93.09,93.63724282879296
425,93.43928596184539,93.39,93.48928596184538
426,93.27795470667255,93.22795470667255,93.41
427,93.45259867907528,93.40259867907528,93.25
428,94.04079618979809,93.99079618979809,93.43
429,94.10365253372082,93.84,94.15365253372082
430,94.10412880260883,93.9,94.15412880260882
431,94.23464494202197,93.9,94.28464494202197
432,93.75343772093927,93.70343772093928,94.21
433,93.64761564806882,93.55,93.69761564806882
434,93.90103389450857,93.85103389450857,93.62
435,94.65901175580366,94.60901175580366,93.88
436,93.88882063168835,94.46,93.93882063168834
437,93.4866366410407,93.69,93.5366366410407
438,93.33122322808727,93.28122322808727,93.46
439,93.7864527895761,93.7364527895761,93.31
440,93.38811789428082,93.33811789428083,93.43811789428082
441,92.67751917424737,92.62751917424737,92.72751917424736
442,92.07673457751527,92.02673457751527,92.65
443,92.55298491991547,92.50298491991548,92.05
444,93.00410602953365,92.95410602953365,93.05410602953364
445,93.73672567688934,93.68672567688934,93.78672567688933
446,93.76925014965865,93.54,93.81925014965864
447,94.28495850897558,93.57,94.33495850897557
448,94.70747382719959,94.08,94.75747382719959
449,95.32493157659961,94.51,95.37493157659961
450,95.7010592299982,95.6510592299982,95.3
451,95.49811450431591,95.5,95.5481145043159
452,95.59546192904766,95.3,95.64546192904766
453,95.25854957414136,95.4,95.30854957414135
454,95.32345213620881,95.06,95.37345213620881
455,94.5127536560238,94.4627536560238,95.3
456,94.80778430297191,94.75778430297191,94.85778430297191
457,94.30974090456249,94.25974090456249,94.76
458,94.50045218883864,94.45045218883864,94.28
459,94.71342388511547,94.66342388511548,94.48
460,94.8517622985903,94.51,94.9017622985903
461,94.44156181948921,94.65,94.4915618194892
462,94.25087393573315,94.20087393573316,94.30087393573315
463,94.64903469047495,94.59903469047495,94.2
464,94.12296977998047,94.07296977998047,94.6
465,94.57690070521659,94.52690070521659,94.1
466,95.05588497888782,95.00588497888782,94.55
467,95.34566614558933,94.86,95.39566614558933
468,95.46889017397338,95.15,95.51889017397338
469,96.20498588487557,95.27,96.25498588487557
470,95.8114123972909,96.0,95.86141239729089
471,95.88471239155926,95.61,95.93471239155926
472,95.66944474400462,95.68,95.71944474400462
473,95.8957614484307,95.84576144843071,95.64
474,95.72761209858886,95.67761209858887,95.87
475,95.5609350917396,95.53,95.61093509173959
476,95.94750957433688,95.89750957433688,95.54
477,95.7665379165485,95.7165379165485,95.8165379165485
478,95.77154064870197,95.59,95.82154064870197
479,96.28619333711612,95.57,96.33619333711611
480,96.61927580722302,96.09,96.66927580722302
481,96.42544932025255,96.37544932025256,96.47544932025255
482,95.39972863834915,96.25,95.44972863834914
483,96.03984940644375,95.98984940644375,96.08984940644375
484,96.26188865703507,96.21188865703508,96.01
485,96.95034869993304,96.90034869993305,96.24
486,96.34926451546814,96.75,96.39926451546813
487,96.39604777981224,96.15,96.44604777981223
488,95.46742970502476,95.41742970502476,96.37
489,94.92383757082128,95.27,94.97383757082127
490,94.83163611244176,94.78163611244176,94.9
491,95.7906466727328,95.74064667273281,94.81
492,96.34881831686128,96.29881831686129,95.77
493,97.02324352888967,96.15,97.07324352888966
494,97.20352566246437,96.82,97.25352566246437
495,96.90057139732104,97.0,96.95057139732104
496,97.40718817289898,96.7,97.45718817289898
497,97.87517501188135,97.21,97.92517501188135
498,97.96390643856272,97.91390643856272,97.85
499,96.95668330605334,97.76,97.00668330605333
500,98.03751441059397,96.76,98.08751441059397
501,97.39074728762616,97.34074728762616,98.01
502,97.45582674665387,97.40582674665387,97.50582674665387
503,96.84966914039092,96.79966914039092,97.41
504,97.5177171618595,97.4677171618595,96.8
505,96.7001173081459,96.65011730814591,96.7501173081459
506,96.81182429757548,96.53,96.86182429757548
507,96.76965120922628,96.61,96.81965120922628
508,96.27399783310459,96.22399783310459,96.74
509,96.37357583964848,96.32357583964848,96.25
510,96.71491668178406,96.66491668178406,96.35
511,97.19235336953734,97.14235336953735,96.69
512,97.74185734121247,96.99,97.79185734121246
513,97.02568853976913,96.97568853976914,97.72
514,96.89841826907261,96.83,96.9484182690726
515,96.56757821655002,96.51757821655002,96.87
516,96.95511436615728,96.90511436615728,96.54
517,96.73152780864574,96.68152780864574,96.93
518,97.26436546057631,96.53,97.31436546057631
519,96.422241875205,96.372241875205,97.24
520,97.6278281559153,96.22,97.6778281559153
521,97.6097917302597,97.5597917302597,97.6597917302597
522,97.81360497412838,97.43,97.86360497412838
523,96.96509345458792,97.64,97.01509345458791
524,97.32490882893302,97.27490882893302,97.37490882893302
525,96.83090999447269,96.7809099944727,97.27
526,97.8399208467948,97.7899208467948,96.78
527,97.47829860247921,97.42829860247922,97.79
528,98.12921348635061,98.07921348635061,97.45
529,98.68663772268864,97.93,98.73663772268864
530,98.45135454980641,98.49,98.50135454980641
531,99.41674802983744,99.36674802983744,99.46674802983743
532,99.47436764593229,99.24,99.52436764593229
533,99.65169212100083,99.3,99.70169212100083
534,99.94965136803931,99.45,99.99965136803931
535,99.5019836466004,99.75,99.55198364660039
536,99.35597334367915,99.30597334367916,99.40597334367915
537,99.94505794354421,99.89505794354422,99.31
538,100.78070132349022,100.73070132349022,99.9
539,101.15345705322156,101.10345705322156,100.76
540,101.79895025756944,100.95,101.84895025756944
541,101.5795729643258,101.52957296432581,101.6295729643258
542,102.0597368878357,101.4,102.1097368878357
543,102.14822453448166,101.86,102.19822453448165
544,102.05544354012152,101.95,102.10544354012151
545,101.99982903990258,101.86,102.04982903990258
546,101.74496749112511,101.69496749112511,101.7949674911251
547,101.22085396144061,101.17085396144061,101.69
548,101.53698192794104,101.48698192794105,101.17
549,101.24843619430412,101.19843619430412,101.49
550,100.87666502039103,100.82666502039103,101.22
551,100.25478658789582,100.68,100.30478658789582
552,100.27081150032225,100.22081150032226,100.23
553,100.07319134805262,100.07,100.12319134805261
554,98.88053171203268,98.83053171203268,100.05
555,99.00722989342417,98.95722989342417,98.86
556,99.3079471349365,99.2579471349365,98.98
557,98.60938874218333,98.55938874218333,99.28
558,98.94626349642198,98.89626349642198,98.58
559,98.92206464507184,98.87206464507184,98.92
560,99.32043251927341,99.27043251927341,98.9
561,99.29446477679623,99.24446477679624,99.3
562,98.46041806052268,99.09,98.51041806052268
563,99.01353747655052,98.26,99.06353747655052
564,99.60769213479352,99.55769213479353,98.99
565,99.51078656323277,99.46078656323277,99.58
566,99.7944561324481,99.31,99.8444561324481
567,100.05824854621582,99.59,100.10824854621582
568,100.56681806561348,99.86,100.61681806561347
569,100.50090425823866,100.37,100.55090425823866
570,100.21823351647323,100.3,100.26823351647323
571,99.78499977480065,100.02,99.83499977480065
572,98.88778188730699,98.83778188730699,99.76
573,98.60904452899014,98.55904452899014,98.86
574,98.326743372472,98.276743372472,98.58
575,97.75702759505054,97.70702759505055,98.3
576,96.93609217917616,96.88609217917616,97.73
577,97.52035343496325,97.47035343496326,96.91
578,98.20891602817446,98.15891602817446,97.5
579,98.26613425618426,98.01,98.31613425618426
580,98.39856354580934,98.34856354580934,98.24
581,98.4165277628225,98.2,98.4665277628225
582,98.20263437385876,98.15263437385876,98.39
583,98.12107239161986,98.0,98.17107239161986
584,97.75185256505003,97.70185256505003,98.1
585,97.58115361762876,97.55,97.63115361762875
586,97.87115673791796,97.82115673791796,97.56
587,98.40362359682389,97.67,98.45362359682389
588,98.64667820931041,98.2,98.6966782093104
589,98.1113602321126,98.45,98.1613602321126
590,97.24107440617648,97.19107440617648,98.09
591,96.74208586436569,96.6920858643657,97.22
592,96.10198492184979,96.0519849218498,96.72
593,97.27338628795923,97.22338628795923,97.32338628795922
594,96.99560710758594,96.94560710758594,97.22
595,95.6486655710343,95.5986655710343,96.97
596,95.09148682291209,95.04148682291209,95.14148682291209
597,94.87786993169824,94.82786993169825,95.04
598,94.99348768888115,94.94348768888115,94.83
599,94.61933934906597,94.56933934906597,94.94
600,94.64350038025489,94.5935003802549,94.59
601,95.25798509561143,94.44,95.30798509561143
602,94.86735995734416,94.81735995734417,95.23
603,94.15036272454756,94.67,94.20036272454756
604,94.54906602521933,94.49906602521934,94.59906602521933
605,94.85258745838729,94.8025874583873,94.5
606,94.66097937444678,94.61097937444679,94.8
607,94.8366291934273,94.7866291934273,94.64
608,94.33742975664389,94.64,94.38742975664388
609,94.23781892774696,94.14,94.28781892774695
610,94.34055291030131,94.29055291030132,94.21
611,94.3602352439405,94.3102352439405,94.32
612,94.56497010439585,94.51497010439586,94.61497010439585
613,95.11202671997388,94.39,95.16202671997388
614,95.08942029480978,94.94,95.13942029480978
615,95.7447341908827,94.91,95.79473419088269
616,95.67322678937187,95.57,95.72322678937186
617,94.96965553115237,95.5,95.01965553115237
618,95.27888173164774,94.79,95.32888173164774
619,94.77848037585447,94.72848037585447,94.82848037585447
620,95.18653834052631,95.13653834052631,94.73
