step,agent_id,type,side,price,quantity
544,Arb_01,market,buy,MKT,5
545,MM_01,limit,buy,101.86,10
545,Trend_01,market,buy,MKT,5
545,Arb_01,market,buy,MKT,5
546,MM_01,limit,buy,101.8,10
546,Trend_01,market,sell,MKT,5
546,Arb_01,market,sell,MKT,5
547,MM_01,limit,sell,101.69,10
547,Trend_01,market,sell,MKT,5
547,Arb_01,market,sell,MKT,5
548,MM_01,limit,sell,101.17,10
548,Trend_01,market,sell,MKT,5
548,Arb_01,market,sell,MKT,5
549,MM_01,limit,sell,101.49,10
549,Trend_01,market,sell,MKT,5
549,Arb_01,market,buy,MKT,5
550,MM_01,limit,sell,101.22,10
550,Trend_01,market,sell,MKT,5
550,Arb_01,market,buy,MKT,5
551,MM_01,limit,buy,100.68,10
551,Trend_01,market,sell,MKT,5
552,MM_01,limit,sell,100.23,10
552,Trend_01,market,sell,MKT,5
552,Arb_01,market,buy,MKT,5
553,MM_01,limit,buy,100.07,10
553,Trend_01,market,sell,MKT,5
554,MM_01,limit,sell,100.05,10
554,Trend_01,market,sell,MKT,5
555,MM_01,limit,sell,98.86,10
555,Trend_01,market,sell,MKT,5
556,MM_01,limit,sell,98.98,10
556,Trend_01,market,sell,MKT,5
557,MM_01,limit,sell,99.28,10
557,Trend_01,market,sell,MKT,5
557,Arb_01,market,sell,MKT,5
558,MM_01,limit,sell,98.58,10
558,Trend_01,market,sell,MKT,5
558,Arb_01,market,sell,MKT,5
559,MM_01,limit,sell,98.92,10
559,Trend_01,market,sell,MKT,5
560,MM_01,limit,sell,98.9,10
560,Trend_01,market,sell,MKT,5
561,MM_01,limit,sell,99.3,10
561,Trend_01,market,buy,MKT,5
561,Arb_01,market,sell,MKT,5
562,MM_01,limit,buy,99.09,10
562,Trend_01,market,buy,MKT,5
563,MM_01,limit,buy,98.26,10
563,Trend_01,market,sell,MKT,5
563,Arb_01,market,buy,MKT,5
564,MM_01,limit,sell,98.99,10
564,Trend_01,market,sell,MKT,5
564,Arb_01,market,sell,MKT,5
565,MM_01,limit,sell,99.58,10
565,Trend_01,market,buy,MKT,5
565,Arb_01,market,sell,MKT,5
566,MM_01,limit,buy,99.31,10
566,Trend_01,market,buy,MKT,5
566,Arb_01,market,buy,MKT,5
567,MM_01,limit,buy,99.59,10
567,Trend_01,market,buy,MKT,5
568,MM_01,limit,buy,99.86,10
568,Trend_01,market,buy,MKT,5
569,MM_01,limit,buy,100.37,10
569,Trend_01,market,buy,MKT,5
569,Arb_01,market,buy,MKT,5
570,MM_01,limit,buy,100.3,10
570,Trend_01,market,buy,MKT,5
571,MM_01,limit,buy,100.02,10
571,Trend_01,market,sell,MKT,5
571,Arb_01,market,buy,MKT,5
572,MM_01,limit,sell,99.76,10
572,Trend_01,market,sell,MKT,5
573,MM_01,limit,sell,98.86,10
573,Trend_01,market,sell,MKT,5
574,MM_01,limit,sell,98.58,10
574,Trend_01,market,sell,MKT,5
575,MM_01,limit,sell,98.3,10
575,Trend_01,market,sell,MKT,5
575,Arb_01,market,sell,MKT,5
576,MM_01,limit,sell,97.73,10
576,Trend_01,market,sell,MKT,5
577,MM_01,limit,sell,96.91,10
577,Trend_01,market,sell,MKT,5
578,MM_01,limit,sell,97.5,10
578,Trend_01,market,sell,MKT,5
578,Arb_01,market,buy,MKT,5
579,MM_01,limit,buy,98.01,10
579,Trend_01,market,buy,MKT,5
579,Arb_01,market,sell,MKT,5
580,MM_01,limit,sell,98.24,10
580,Trend_01,market,buy,MKT,5
580,Arb_01,market,sell,MKT,5
581,MM_01,limit,buy,98.2,10
581,Trend_01,market,buy,MKT,5
581,Arb_01,market,sell,MKT,5
582,MM_01,limit,sell,98.39,10
582,Trend_01,market,buy,MKT,5
582,Arb_01,market,sell,MKT,5
583,MM_01,limit,buy,98.0,10
583,Trend_01,market,sell,MKT,5
584,MM_01,limit,sell,98.1,10
584,Trend_01,market,sell,MKT,5
584,Arb_01,market,buy,MKT,5
585,MM_01,limit,buy,97.55,10
585,Trend_01,market,sell,MKT,5
585,Arb_01,market,buy,MKT,5
586,MM_01,limit,sell,97.56,10
586,Trend_01,market,sell,MKT,5
586,Arb_01,market,buy,MKT,5
587,MM_01,limit,buy,97.67,10
587,Trend_01,market,buy,MKT,5
587,Arb_01,market,buy,MKT,5
588,MM_01,limit,buy,98.2,10
588,Trend_01,market,buy,MKT,5
588,Arb_01,market,buy,MKT,5
589,MM_01,limit,buy,98.45,10
589,Trend_01,market,buy,MKT,5
589,Arb_01,market,sell,MKT,5
590,MM_01,limit,sell,98.09,10
590,Trend_01,market,sell,MKT,5
590,Arb_01,market,sell,MKT,5
591,MM_01,limit,sell,97.22,10
591,Trend_01,market,sell,MKT,5
591,Arb_01,market,sell,MKT,5
592,MM_01,limit,sell,96.72,10
592,Trend_01,market,sell,MKT,5
592,Arb_01,market,buy,MKT,5
593,MM_01,limit,buy,95.9,10
593,Trend_01,market,sell,MKT,5
593,Arb_01,market,sell,MKT,5
594,MM_01,limit,sell,97.22,10
594,Trend_01,market,buy,MKT,5
594,Arb_01,market,sell,MKT,5
595,MM_01,limit,sell,96.97,10
595,Trend_01,market,buy,MKT,5
596,MM_01,limit,buy,95.45,10
596,Trend_01,market,sell,MKT,5
596,Arb_01,market,sell,MKT,5
597,MM_01,limit,sell,95.04,10
597,Trend_01,market,sell,MKT,5
598,MM_01,limit,sell,94.83,10
598,Trend_01,market,sell,MKT,5
599,MM_01,limit,sell,94.94,10
599,Trend_01,market,sell,MKT,5
599,Arb_01,market,buy,MKT,5
600,MM_01,limit,sell,94.59,10
600,Trend_01,market,sell,MKT,5
600,Arb_01,market,buy,MKT,5
601,MM_01,limit,buy,94.44,10
601,Trend_01,market,sell,MKT,5
601,Arb_01,market,buy,MKT,5
602,MM_01,limit,sell,95.23,10
602,Trend_01,market,buy,MKT,5
603,MM_01,limit,buy,94.67,10
603,Trend_01,market,buy,MKT,5
604,MM_01,limit,buy,93.95,10
604,Trend_01,market,sell,MKT,5
604,Arb_01,market,sell,MKT,5
605,MM_01,limit,sell,94.5,10
605,Trend_01,market,sell,MKT,5
605,Arb_01,market,sell,MKT,5
606,MM_01,limit,sell,94.8,10
606,Trend_01,market,buy,MKT,5
607,MM_01,limit,sell,94.64,10
607,Trend_01,market,buy,MKT,5
607,Arb_01,market,sell,MKT,5
608,MM_01,limit,buy,94.64,10
608,Trend_01,market,buy,MKT,5
608,Arb_01,market,buy,MKT,5
609,MM_01,limit,buy,94.14,10
609,Trend_01,market,sell,MKT,5
610,MM_01,limit,sell,94.21,10
610,Trend_01,market,sell,MKT,5
610,Arb_01,market,sell,MKT,5
611,MM_01,limit,sell,94.32,10
611,Trend_01,market,sell,MKT,5
612,MM_01,limit,sell,94.34,10
612,Trend_01,market,buy,MKT,5
612,Arb_01,market,buy,MKT,5
613,MM_01,limit,buy,94.39,10
613,Trend_01,market,buy,MKT,5
613,Arb_01,market,buy,MKT,5
614,MM_01,limit,buy,94.94,10
614,Trend_01,market,buy,MKT,5
614,Arb_01,market,buy,MKT,5
615,MM_01,limit,buy,94.91,10
615,Trend_01,market,buy,MKT,5
616,MM_01,limit,buy,95.57,10
616,Trend_01,market,buy,MKT,5
616,Arb_01,market,buy,MKT,5
617,MM_01,limit,buy,95.5,10
617,Trend_01,market,buy,MKT,5
618,MM_01,limit,buy,94.79,10
618,Trend_01,market,sell,MKT,5
618,Arb_01,market,buy,MKT,5
619,MM_01,limit,buy,95.08,10
619,Trend_01,market,sell,MKT,5
619,Arb_01,market,sell,MKT,5
620,MM_01,limit,sell,94.73,10
620,Trend_01,market,sell,MKT,5
621,MM_01,limit,sell,95.14,10
621,Trend_01,market,buy,MKT,5
621,Arb_01,market,buy,MKT,5
622,MM_01,limit,buy,94.83,10
622,Trend_01,market,sell,MKT,5
622,Arb_01,market,buy,MKT,5
623,MM_01,limit,sell,95.12,10
623,Trend_01,market,buy,MKT,5
624,MM_01,limit,buy,94.8,10
624,Trend_01,market,sell,MKT,5
625,MM_01,limit,sell,95.11,10
625,Trend_01,market,buy,MKT,5
625,Arb_01,market,sell,MKT,5
626,MM_01,limit,buy,94.38,10
626,Trend_01,market,sell,MKT,5
626,Arb_01,market,sell,MKT,5
627,MM_01,limit,sell,93.98,10
627,Trend_01,market,sell,MKT,5
628,MM_01,limit,sell,94.12,10
628,Trend_01,market,sell,MKT,5
629,MM_01,limit,sell,93.84,10
629,Trend_01,market,sell,MKT,5
629,Arb_01,market,sell,MKT,5
630,MM_01,limit,sell,94.17,10
630,Trend_01,market,buy,MKT,5
630,Arb_01,market,sell,MKT,5
631,MM_01,limit,sell,93.79,10
631,Trend_01,market,sell,MKT,5
631,Arb_01,market,sell,MKT,5
632,MM_01,limit,sell,93.34,10
632,Trend_01,market,sell,MKT,5
632,Arb_01,market,buy,MKT,5
633,MM_01,limit,buy,92.71,10
633,Trend_01,market,sell,MKT,5
633,Arb_01,market,buy,MKT,5
634,MM_01,limit,sell,92.49,10
634,Trend_01,market,sell,MKT,5
634,Arb_01,market,sell,MKT,5
635,MM_01,limit,sell,92.31,10
635,Trend_01,market,sell,MKT,5
635,Arb_01,market,sell,MKT,5
636,MM_01,limit,sell,92.78,10
636,Trend_01,market,buy,MKT,5
636,Arb_01,market,buy,MKT,5
637,MM_01,limit,buy,93.14,10
637,Trend_01,market,buy,MKT,5
637,Arb_01,market,sell,MKT,5
638,MM_01,limit,buy,92.5,10
638,Trend_01,market,sell,MKT,5
638,Arb_01,market,buy,MKT,5
639,MM_01,limit,sell,92.66,10
639,Trend_01,market,sell,MKT,5
639,Arb_01,market,sell,MKT,5
640,MM_01,limit,sell,92.51,10
640,Trend_01,market,sell,MKT,5
640,Arb_01,market,buy,MKT,5
641,MM_01,limit,buy,92.96,10
641,Trend_01,market,buy,MKT,5
642,MM_01,limit,buy,92.51,10
642,Trend_01,market,sell,MKT,5
642,Arb_01,market,buy,MKT,5
643,MM_01,limit,sell,92.1,10
643,Trend_01,market,sell,MKT,5
644,MM_01,limit,sell,92.0,10
644,Trend_01,market,sell,MKT,5
644,Arb_01,market,sell,MKT,5
645,MM_01,limit,sell,92.13,10
645,Trend_01,market,sell,MKT,5
645,Arb_01,market,buy,MKT,5
646,MM_01,limit,buy,91.23,10
646,Trend_01,market,sell,MKT,5
646,Arb_01,market,buy,MKT,5
647,MM_01,limit,sell,91.61,10
647,Trend_01,market,sell,MKT,5
647,Arb_01,market,buy,MKT,5
648,MM_01,limit,buy,91.49,10
648,Trend_01,market,sell,MKT,5
648,Arb_01,market,buy,MKT,5
649,MM_01,limit,sell,92.16,10
649,Trend_01,market,buy,MKT,5
649,Arb_01,market,sell,MKT,5
650,MM_01,limit,buy,91.5,10
650,Trend_01,market,sell,MKT,5
651,MM_01,limit,sell,91.8,10
651,Trend_01,market,sell,MKT,5
651,Arb_01,market,buy,MKT,5
652,MM_01,limit,buy,91.98,10
652,Trend_01,market,buy,MKT,5
652,Arb_01,market,buy,MKT,5
653,MM_01,limit,buy,91.66,10
653,Trend_01,market,sell,MKT,5
654,MM_01,limit,sell,92.26,10
654,Trend_01,market,buy,MKT,5
654,Arb_01,market,buy,MKT,5
655,MM_01,limit,buy,92.24,10
655,Trend_01,market,buy,MKT,5
655,Arb_01,market,buy,MKT,5
656,MM_01,limit,buy,91.94,10
656,Trend_01,market,sell,MKT,5
656,Arb_01,market,sell,MKT,5
657,MM_01,limit,sell,92.44,10
657,Trend_01,market,buy,MKT,5
657,Arb_01,market,buy,MKT,5
658,MM_01,limit,buy,92.65,10
658,Trend_01,market,buy,MKT,5
658,Arb_01,market,sell,MKT,5
659,MM_01,limit,buy,92.42,10
659,Trend_01,market,buy,MKT,5
659,Arb_01,market,sell,MKT,5
660,MM_01,limit,sell,92.92,10
660,Trend_01,market,buy,MKT,5
660,Arb_01,market,sell,MKT,5
661,MM_01,limit,buy,92.06,10
661,Trend_01,market,sell,MKT,5
661,Arb_01,market,buy,MKT,5
662,MM_01,limit,sell,92.66,10
662,Trend_01,market,buy,MKT,5
662,Arb_01,market,buy,MKT,5
663,MM_01,limit,buy,93.13,10
663,Trend_01,market,buy,MKT,5
664,MM_01,limit,buy,93.46,10
664,Trend_01,market,buy,MKT,5
664,Arb_01,market,sell,MKT,5
665,MM_01,limit,buy,93.86,10
665,Trend_01,market,buy,MKT,5
665,Arb_01,market,sell,MKT,5
666,MM_01,limit,sell,93.85,10
666,Trend_01,market,buy,MKT,5
667,MM_01,limit,buy,93.1,10
667,Trend_01,market,sell,MKT,5
667,Arb_01,market,sell,MKT,5
668,MM_01,limit,sell,92.55,10
668,Trend_01,market,sell,MKT,5
669,MM_01,limit,sell,92.57,10
669,Trend_01,market,sell,MKT,5
670,MM_01,limit,sell,92.69,10
670,Trend_01,market,sell,MKT,5
671,MM_01,limit,sell,92.59,10
671,Trend_01,market,sell,MKT,5
671,Arb_01,market,sell,MKT,5
672,MM_01,limit,sell,92.93,10
672,Trend_01,market,buy,MKT,5
672,Arb_01,market,sell,MKT,5
673,MM_01,limit,sell,92.96,10
673,Trend_01,market,buy,MKT,5
673,Arb_01,market,buy,MKT,5
674,MM_01,limit,buy,92.96,10
674,Trend_01,market,buy,MKT,5
675,MM_01,limit,buy,92.46,10
675,Trend_01,market,sell,MKT,5
675,Arb_01,market,buy,MKT,5
676,MM_01,limit,buy,92.4,10
676,Trend_01,market,sell,MKT,5
677,MM_01,limit,sell,91.39,10
677,Trend_01,market,sell,MKT,5
678,MM_01,limit,sell,91.78,10
678,Trend_01,market,sell,MKT,5
678,Arb_01,market,sell,MKT,5
679,MM_01,limit,sell,92.44,10
679,Trend_01,market,buy,MKT,5
679,Arb_01,market,sell,MKT,5
680,MM_01,limit,buy,91.96,10
680,Trend_01,market,buy,MKT,5
680,Arb_01,market,sell,MKT,5
681,MM_01,limit,sell,92.02,10
681,Trend_01,market,sell,MKT,5
681,Arb_01,market,buy,MKT,5
682,MM_01,limit,buy,91.96,10
682,Trend_01,market,sell,MKT,5
682,Arb_01,market,sell,MKT,5
683,MM_01,limit,sell,92.49,10
683,Trend_01,market,buy,MKT,5
683,Arb_01,market,sell,MKT,5
684,MM_01,limit,sell,92.44,10
684,Trend_01,market,buy,MKT,5
684,Arb_01,market,buy,MKT,5
685,MM_01,limit,buy,91.51,10
685,Trend_01,market,sell,MKT,5
685,Arb_01,market,sell,MKT,5
686,MM_01,limit,sell,91.46,10
686,Trend_01,market,sell,MKT,5
687,MM_01,limit,sell,91.15,10
687,Trend_01,market,sell,MKT,5
687,Arb_01,market,buy,MKT,5
688,MM_01,limit,buy,91.86,10
688,Trend_01,market,buy,MKT,5
688,Arb_01,market,sell,MKT,5
689,MM_01,limit,sell,91.86,10
689,Trend_01,market,buy,MKT,5
689,Arb_01,market,buy,MKT,5
690,MM_01,limit,buy,91.62,10
690,Trend_01,market,buy,MKT,5
690,Arb_01,market,buy,MKT,5
691,MM_01,limit,buy,92.19,10
691,Trend_01,market,buy,MKT,5
691,Arb_01,market,buy,MKT,5
692,MM_01,limit,buy,91.02,10
692,Trend_01,market,sell,MKT,5
692,Arb_01,market,sell,MKT,5
693,MM_01,limit,sell,91.21,10
693,Trend_01,market,sell,MKT,5
693,Arb_01,market,buy,MKT,5
694,MM_01,limit,buy,90.82,10
694,Trend_01,market,sell,MKT,5
695,MM_01,limit,sell,90.82,10
695,Trend_01,market,sell,MKT,5
695,Arb_01,market,sell,MKT,5
696,MM_01,limit,sell,91.58,10
696,Trend_01,market,buy,MKT,5
697,MM_01,limit,buy,91.55,10
697,Trend_01,market,buy,MKT,5
697,Arb_01,market,buy,MKT,5
698,MM_01,limit,buy,91.15,10
698,Trend_01,market,sell,MKT,5
698,Arb_01,market,sell,MKT,5
699,MM_01,limit,sell,90.93,10
699,Trend_01,market,sell,MKT,5
699,Arb_01,market,sell,MKT,5
700,MM_01,limit,sell,90.97,10
700,Trend_01,market,sell,MKT,5
700,Arb_01,market,sell,MKT,5
701,MM_01,limit,sell,91.06,10
701,Trend_01,market,sell,MKT,5
701,Arb_01,market,sell,MKT,5
702,MM_01,limit,sell,91.05,10
702,Trend_01,market,buy,MKT,5
702,Arb_01,market,sell,MKT,5
703,MM_01,limit,sell,91.33,10
703,Trend_01,market,buy,MKT,5
704,MM_01,limit,buy,90.38,10
704,Trend_01,market,sell,MKT,5
704,Arb_01,market,sell,MKT,5
705,MM_01,limit,sell,90.32,10
705,Trend_01,market,sell,MKT,5
705,Arb_01,market,buy,MKT,5
706,MM_01,limit,sell,91.09,10
706,Trend_01,market,buy,MKT,5
706,Arb_01,market,buy,MKT,5
707,MM_01,limit,buy,91.07,10
707,Trend_01,market,buy,MKT,5
707,Arb_01,market,sell,MKT,5
708,MM_01,limit,buy,91.0,10
708,Trend_01,market,buy,MKT,5
708,Arb_01,market,sell,MKT,5
709,MM_01,limit,sell,91.08,10
709,Trend_01,market,sell,MKT,5
709,Arb_01,market,sell,MKT,5
710,MM_01,limit,sell,91.06,10
710,Trend_01,market,sell,MKT,5
711,MM_01,limit,sell,90.56,10
711,Trend_01,market,sell,MKT,5
712,MM_01,limit,sell,91.57,10
712,Trend_01,market,buy,MKT,5
712,Arb_01,market,sell,MKT,5
713,MM_01,limit,buy,91.08,10
713,Trend_01,market,buy,MKT,5
713,Arb_01,market,sell,MKT,5
714,MM_01,limit,sell,90.66,10
714,Trend_01,market,sell,MKT,5
715,MM_01,limit,sell,90.3,10
715,Trend_01,market,sell,MKT,5
715,Arb_01,market,sell,MKT,5
716,MM_01,limit,sell,90.39,10
716,Trend_01,market,sell,MKT,5
716,Arb_01,market,buy,MKT,5
717,MM_01,limit,buy,90.48,10
717,Trend_01,market,buy,MKT,5
717,Arb_01,market,buy,MKT,5
718,MM_01,limit,buy,90.01,10
718,Trend_01,market,sell,MKT,5
718,Arb_01,market,sell,MKT,5
719,MM_01,limit,sell,89.61,10
719,Trend_01,market,sell,MKT,5
719,Arb_01,market,buy,MKT,5
720,MM_01,limit,sell,89.75,10
720,Trend_01,market,sell,MKT,5
720,Arb_01,market,sell,MKT,5
721,MM_01,limit,sell,89.91,10
721,Trend_01,market,buy,MKT,5
721,Arb_01,market,buy,MKT,5
722,MM_01,limit,buy,90.31,10
722,Trend_01,market,buy,MKT,5
722,Arb_01,market,sell,MKT,5
723,MM_01,limit,buy,90.7,10
723,Trend_01,market,buy,MKT,5
723,Arb_01,market,buy,MKT,5
724,MM_01,limit,buy,89.96,10
724,Trend_01,market,sell,MKT,5
724,Arb_01,market,buy,MKT,5
725,MM_01,limit,sell,90.12,10
725,Trend_01,market,sell,MKT,5
725,Arb_01,market,buy,MKT,5
726,MM_01,limit,buy,89.34,10
726,Trend_01,market,sell,MKT,5
727,MM_01,limit,sell,90.18,10
727,Trend_01,market,buy,MKT,5
727,Arb_01,market,sell,MKT,5
728,MM_01,limit,buy,89.66,10
728,Trend_01,market,sell,MKT,5
729,MM_01,limit,sell,89.07,10
729,Trend_01,market,sell,MKT,5
730,MM_01,limit,sell,88.8,10
730,Trend_01,market,sell,MKT,5
730,Arb_01,market,buy,MKT,5
731,MM_01,limit,buy,88.52,10
731,Trend_01,market,sell,MKT,5
731,Arb_01,market,buy,MKT,5
732,MM_01,limit,sell,89.15,10
732,Trend_01,market,buy,MKT,5
733,MM_01,limit,buy,89.09,10
733,Trend_01,market,buy,MKT,5
733,Arb_01,market,buy,MKT,5
734,MM_01,limit,buy,88.91,10
734,Trend_01,market,buy,MKT,5
734,Arb_01,market,sell,MKT,5
735,MM_01,limit,sell,88.37,10
735,Trend_01,market,sell,MKT,5
736,MM_01,limit,sell,88.66,10
736,Trend_01,market,sell,MKT,5
737,MM_01,limit,sell,88.95,10
737,Trend_01,market,buy,MKT,5
738,MM_01,limit,buy,88.34,10
738,Trend_01,market,sell,MKT,5
739,MM_01,limit,sell,88.29,10
739,Trend_01,market,sell,MKT,5
739,Arb_01,market,sell,MKT,5
740,MM_01,limit,sell,88.59,10
740,Trend_01,market,buy,MKT,5
740,Arb_01,market,buy,MKT,5
741,MM_01,limit,buy,88.18,10
741,Trend_01,market,sell,MKT,5
742,MM_01,limit,buy,88.22,10
742,Trend_01,market,sell,MKT,5
742,Arb_01,market,buy,MKT,5
743,MM_01,limit,sell,89.2,10
743,Trend_01,market,buy,MKT,5
743,Arb_01,market,buy,MKT,5
744,MM_01,limit,buy,88.55,10
744,Trend_01,market,buy,MKT,5
744,Arb_01,market,sell,MKT,5
745,MM_01,limit,buy,88.63,10
745,Trend_01,market,buy,MKT,5
745,Arb_01,market,buy,MKT,5
746,MM_01,limit,buy,89.07,10
746,Trend_01,market,buy,MKT,5
746,Arb_01,market,buy,MKT,5
747,MM_01,limit,buy,88.76,10
747,Trend_01,market,buy,MKT,5
747,Arb_01,market,buy,MKT,5
748,MM_01,limit,buy,88.35,10
748,Trend_01,market,sell,MKT,5
749,MM_01,limit,sell,88.92,10
749,Trend_01,market,buy,MKT,5
749,Arb_01,market,buy,MKT,5
750,MM_01,limit,buy,88.2,10
750,Trend_01,market,sell,MKT,5
751,MM_01,limit,buy,88.27,10
751,Trend_01,market,sell,MKT,5
751,Arb_01,market,buy,MKT,5
752,MM_01,limit,sell,88.06,10
752,Trend_01,market,sell,MKT,5
752,Arb_01,market,buy,MKT,5
753,MM_01,limit,buy,86.81,10
753,Trend_01,market,sell,MKT,5
753,Arb_01,market,buy,MKT,5
754,MM_01,limit,sell,87.6,10
754,Trend_01,market,sell,MKT,5
754,Arb_01,market,sell,MKT,5
755,MM_01,limit,sell,88.0,10
755,Trend_01,market,buy,MKT,5
755,Arb_01,market,sell,MKT,5
756,MM_01,limit,buy,87.72,10
756,Trend_01,market,buy,MKT,5
757,MM_01,limit,buy,87.82,10
757,Trend_01,market,buy,MKT,5
758,MM_01,limit,buy,87.76,10
758,Trend_01,market,sell,MKT,5
758,Arb_01,market,buy,MKT,5
759,MM_01,limit,sell,88.45,10
759,Trend_01,market,buy,MKT,5
760,MM_01,limit,buy,88.61,10
760,Trend_01,market,buy,MKT,5
760,Arb_01,market,buy,MKT,5
761,MM_01,limit,buy,89.07,10
761,Trend_01,market,buy,MKT,5
761,Arb_01,market,sell,MKT,5
762,MM_01,limit,sell,89.28,10
762,Trend_01,market,buy,MKT,5
763,MM_01,limit,buy,89.71,10
763,Trend_01,market,buy,MKT,5
763,Arb_01,market,sell,MKT,5
764,MM_01,limit,sell,90.73,10
764,Trend_01,market,buy,MKT,5
764,Arb_01,market,buy,MKT,5
765,MM_01,limit,buy,90.87,10
765,Trend_01,market,buy,MKT,5
765,Arb_01,market,buy,MKT,5
766,MM_01,limit,buy,89.94,10
766,Trend_01,market,sell,MKT,5
767,MM_01,limit,buy,89.7,10
767,Trend_01,market,sell,MKT,5
767,Arb_01,market,buy,MKT,5
768,MM_01,limit,sell,89.94,10
768,Trend_01,market,sell,MKT,5
768,Arb_01,market,sell,MKT,5
769,MM_01,limit,sell,89.97,10
769,Trend_01,market,buy,MKT,5
769,Arb_01,market,buy,MKT,5
770,MM_01,limit,buy,90.11,10
770,Trend_01,market,buy,MKT,5
770,Arb_01,market,buy,MKT,5
771,MM_01,limit,buy,90.73,10
771,Trend_01,market,buy,MKT,5
772,MM_01,limit,buy,90.42,10
772,Trend_01,market,buy,MKT,5
772,Arb_01,market,buy,MKT,5
773,MM_01,limit,buy,89.5,10
773,Trend_01,market,sell,MKT,5
773,Arb_01,market,buy,MKT,5
774,MM_01,limit,buy,88.91,10
774,Trend_01,market,sell,MKT,5
775,MM_01,limit,sell,88.72,10
775,Trend_01,market,sell,MKT,5
775,Arb_01,market,buy,MKT,5
776,MM_01,limit,buy,88.25,10
776,Trend_01,market,sell,MKT,5
776,Arb_01,market,sell,MKT,5
777,MM_01,limit,sell,88.85,10
777,Trend_01,market,buy,MKT,5
777,Arb_01,market,sell,MKT,5
778,MM_01,limit,sell,88.8,10
778,Trend_01,market,buy,MKT,5
779,MM_01,limit,buy,88.18,10
779,Trend_01,market,sell,MKT,5
780,MM_01,limit,sell,88.04,10
780,Trend_01,market,sell,MKT,5
780,Arb_01,market,buy,MKT,5
781,MM_01,limit,buy,87.6,10
781,Trend_01,market,sell,MKT,5
781,Arb_01,market,buy,MKT,5
782,MM_01,limit,sell,87.91,10
782,Trend_01,market,sell,MKT,5
782,Arb_01,market,buy,MKT,5
783,MM_01,limit,buy,87.07,10
783,Trend_01,market,sell,MKT,5
783,Arb_01,market,sell,MKT,5
784,MM_01,limit,sell,88.62,10
784,Trend_01,market,buy,MKT,5
784,Arb_01,market,sell,MKT,5
785,MM_01,limit,sell,88.52,10
785,Trend_01,market,buy,MKT,5
785,Arb_01,market,buy,MKT,5
786,MM_01,limit,buy,87.65,10
786,Trend_01,market,sell,MKT,5
786,Arb_01,market,sell,MKT,5
787,MM_01,limit,sell,88.38,10
787,Trend_01,market,buy,MKT,5
787,Arb_01,market,buy,MKT,5
788,MM_01,limit,buy,87.98,10
788,Trend_01,market,sell,MKT,5
789,MM_01,limit,buy,88.82,10
789,Trend_01,market,buy,MKT,5
789,Arb_01,market,sell,MKT,5
790,MM_01,limit,sell,90.36,10
790,Trend_01,market,buy,MKT,5
790,Arb_01,market,buy,MKT,5
791,MM_01,limit,buy,89.91,10
791,Trend_01,market,buy,MKT,5
791,Arb_01,market,sell,MKT,5
792,MM_01,limit,buy,89.61,10
792,Trend_01,market,sell,MKT,5
793,MM_01,limit,sell,90.03,10
793,Trend_01,market,sell,MKT,5
793,Arb_01,market,buy,MKT,5
794,MM_01,limit,buy,90.29,10
794,Trend_01,market,buy,MKT,5
794,Arb_01,market,buy,MKT,5
795,MM_01,limit,buy,90.53,10
795,Trend_01,market,buy,MKT,5
795,Arb_01,market,buy,MKT,5
796,MM_01,limit,buy,90.2,10
796,Trend_01,market,sell,MKT,5
797,MM_01,limit,sell,90.2,10
797,Trend_01,market,sell,MKT,5
797,Arb_01,market,buy,MKT,5
798,MM_01,limit,buy,90.23,10
798,Trend_01,market,sell,MKT,5
799,MM_01,limit,sell,90.0,10
799,Trend_01,market,sell,MKT,5
799,Arb_01,market,buy,MKT,5
800,MM_01,limit,buy,89.65,10
800,Trend_01,market,sell,MKT,5
800,Arb_01,market,buy,MKT,5
801,MM_01,limit,sell,89.55,10
801,Trend_01,market,sell,MKT,5
801,Arb_01,market,sell,MKT,5
802,MM_01,limit,sell,90.07,10
802,Trend_01,market,buy,MKT,5
803,MM_01,limit,buy,89.64,10
803,Trend_01,market,sell,MKT,5
804,MM_01,limit,sell,89.94,10
804,Trend_01,market,buy,MKT,5
804,Arb_01,market,buy,MKT,5
805,MM_01,limit,buy,89.3,10
805,Trend_01,market,sell,MKT,5
805,Arb_01,market,sell,MKT,5
806,MM_01,limit,sell,89.32,10
806,Trend_01,market,sell,MKT,5
807,MM_01,limit,sell,89.35,10
807,Trend_01,market,sell,MKT,5
807,Arb_01,market,sell,MKT,5
808,MM_01,limit,sell,89.16,10
808,Trend_01,market,sell,MKT,5
809,MM_01,limit,sell,89.04,10
809,Trend_01,market,sell,MKT,5
809,Arb_01,market,buy,MKT,5
810,MM_01,limit,buy,88.99,10
810,Trend_01,market,sell,MKT,5
810,Arb_01,market,sell,MKT,5
811,MM_01,limit,sell,88.72,10
811,Trend_01,market,sell,MKT,5
811,Arb_01,market,sell,MKT,5
812,MM_01,limit,sell,89.36,10
812,Trend_01,market,buy,MKT,5
812,Arb_01,market,buy,MKT,5
813,MM_01,limit,buy,89.4,10
813,Trend_01,market,buy,MKT,5
813,Arb_01,market,sell,MKT,5
814,MM_01,limit,sell,88.72,10
814,Trend_01,market,sell,MKT,5
815,MM_01,limit,sell,89.34,10
815,Trend_01,market,buy,MKT,5
816,MM_01,limit,buy,89.58,10
816,Trend_01,market,buy,MKT,5
