step,agent_id,type,side,price,quantity
271,MM_01,limit,buy,92.32,10
271,Trend_01,market,sell,MKT,5
272,MM_01,limit,sell,91.6,10
272,Trend_01,market,sell,MKT,5
272,Arb_01,market,sell,MKT,5
273,MM_01,limit,sell,91.57,10
273,Trend_01,market,sell,MKT,5
273,Arb_01,market,sell,MKT,5
274,MM_01,limit,sell,91.12,10
274,Trend_01,market,sell,MKT,5
274,Arb_01,market,sell,MKT,5
275,MM_01,limit,sell,91.43,10
275,Trend_01,market,buy,MKT,5
276,MM_01,limit,buy,90.57,10
276,Trend_01,market,sell,MKT,5
276,Arb_01,market,sell,MKT,5
277,MM_01,limit,sell,90.16,10
277,Trend_01,market,sell,MKT,5
278,MM_01,limit,sell,88.81,10
278,Trend_01,market,sell,MKT,5
278,Arb_01,market,buy,MKT,5
279,MM_01,limit,sell,88.73,10
279,Trend_01,market,sell,MKT,5
280,MM_01,limit,sell,88.22,10
280,Trend_01,market,sell,MKT,5
281,MM_01,limit,sell,87.93,10
281,Trend_01,market,sell,MKT,5
281,Arb_01,market,sell,MKT,5
282,MM_01,limit,sell,88.08,10
282,Trend_01,market,sell,MKT,5
283,MM_01,limit,sell,87.51,10
283,Trend_01,market,sell,MKT,5
283,Arb_01,market,sell,MKT,5
284,MM_01,limit,sell,88.2,10
284,Trend_01,market,buy,MKT,5
284,Arb_01,market,sell,MKT,5
285,MM_01,limit,buy,87.83,10
285,Trend_01,market,buy,MKT,5
285,Arb_01,market,buy,MKT,5
286,MM_01,limit,buy,88.0,10
286,Trend_01,market,buy,MKT,5
287,MM_01,limit,buy,87.78,10
287,Trend_01,market,sell,MKT,5
287,Arb_01,market,buy,MKT,5
288,MM_01,limit,sell,87.78,10
288,Trend_01,market,sell,MKT,5
289,MM_01,limit,sell,87.95,10
289,Trend_01,market,sell,MKT,5
289,Arb_01,market,buy,MKT,5
290,MM_01,limit,buy,88.25,10
290,Trend_01,market,buy,MKT,5
291,MM_01,limit,buy,88.05,10
291,Trend_01,market,buy,MKT,5
291,Arb_01,market,buy,MKT,5
292,MM_01,limit,buy,88.55,10
292,Trend_01,market,buy,MKT,5
292,Arb_01,market,buy,MKT,5
293,MM_01,limit,buy,88.83,10
293,Trend_01,market,buy,MKT,5
293,Arb_01,market,buy,MKT,5
294,MM_01,limit,buy,88.91,10
294,Trend_01,market,buy,MKT,5
295,MM_01,limit,buy,89.1,10
295,Trend_01,market,buy,MKT,5
295,Arb_01,market,sell,MKT,5
296,MM_01,limit,sell,89.7,10
296,Trend_01,market,buy,MKT,5
297,MM_01,limit,buy,90.03,10
297,Trend_01,market,buy,MKT,5
297,Arb_01,market,sell,MKT,5
298,MM_01,limit,sell,90.46,10
298,Trend_01,market,buy,MKT,5
298,Arb_01,market,sell,MKT,5
299,MM_01,limit,buy,89.69,10
299,Trend_01,market,sell,MKT,5
299,Arb_01,market,buy,MKT,5
300,MM_01,limit,sell,90.08,10
300,Trend_01,market,sell,MKT,5
300,Arb_01,market,buy,MKT,5
301,MM_01,limit,buy,90.32,10
301,Trend_01,market,buy,MKT,5
301,Arb_01,market,buy,MKT,5
302,MM_01,limit,buy,90.09,10
302,Trend_01,market,buy,MKT,5
302,Arb_01,market,buy,MKT,5
303,MM_01,limit,buy,90.17,10
303,Trend_01,market,buy,MKT,5
304,MM_01,limit,buy,90.44,10
304,Trend_01,market,buy,MKT,5
305,MM_01,limit,buy,90.3,10
305,Trend_01,market,buy,MKT,5
305,Arb_01,market,sell,MKT,5
306,MM_01,limit,sell,90.19,10
306,Trend_01,market,sell,MKT,5
306,Arb_01,market,sell,MKT,5
307,MM_01,limit,sell,90.23,10
307,Trend_01,market,sell,MKT,5
307,Arb_01,market,buy,MKT,5
308,MM_01,limit,buy,90.73,10
308,Trend_01,market,buy,MKT,5
309,MM_01,limit,buy,90.91,10
309,Trend_01,market,buy,MKT,5
309,Arb_01,market,sell,MKT,5
310,MM_01,limit,sell,90.98,10
310,Trend_01,market,buy,MKT,5
310,Arb_01,market,sell,MKT,5
311,MM_01,limit,buy,90.23,10
311,Trend_01,market,sell,MKT,5
311,Arb_01,market,buy,MKT,5
312,MM_01,limit,sell,90.29,10
312,Trend_01,market,sell,MKT,5
312,Arb_01,market,buy,MKT,5
313,MM_01,limit,buy,89.49,10
313,Trend_01,market,sell,MKT,5
313,Arb_01,market,sell,MKT,5
314,MM_01,limit,sell,89.69,10
314,Trend_01,market,sell,MKT,5
314,Arb_01,market,buy,MKT,5
315,MM_01,limit,sell,88.86,10
315,Trend_01,market,sell,MKT,5
315,Arb_01,market,sell,MKT,5
316,MM_01,limit,sell,88.59,10
316,Trend_01,market,sell,MKT,5
317,MM_01,limit,sell,88.73,10
317,Trend_01,market,sell,MKT,5
318,MM_01,limit,sell,88.97,10
318,Trend_01,market,buy,MKT,5
318,Arb_01,market,sell,MKT,5
319,MM_01,limit,buy,88.55,10
319,Trend_01,market,sell,MKT,5
319,Arb_01,market,buy,MKT,5
320,MM_01,limit,sell,88.82,10
320,Trend_01,market,buy,MKT,5
321,MM_01,limit,buy,89.03,10
321,Trend_01,market,buy,MKT,5
322,MM_01,limit,buy,88.79,10
322,Trend_01,market,buy,MKT,5
322,Arb_01,market,sell,MKT,5
323,MM_01,limit,sell,88.73,10
323,Trend_01,market,sell,MKT,5
324,MM_01,limit,sell,88.56,10
324,Trend_01,market,sell,MKT,5
325,MM_01,limit,sell,88.05,10
325,Trend_01,market,sell,MKT,5
325,Arb_01,market,sell,MKT,5
326,MM_01,limit,sell,88.44,10
326,Trend_01,market,sell,MKT,5
326,Arb_01,market,sell,MKT,5
327,MM_01,limit,sell,89.03,10
327,Trend_01,market,buy,MKT,5
327,Arb_01,market,buy,MKT,5
328,MM_01,limit,buy,88.19,10
328,Trend_01,market,sell,MKT,5
328,Arb_01,market,sell,MKT,5
329,MM_01,limit,sell,88.09,10
329,Trend_01,market,sell,MKT,5
329,Arb_01,market,sell,MKT,5
330,MM_01,limit,sell,88.21,10
330,Trend_01,market,sell,MKT,5
331,MM_01,limit,sell,88.03,10
331,Trend_01,market,sell,MKT,5
331,Arb_01,market,buy,MKT,5
332,MM_01,limit,buy,88.1,10
332,Trend_01,market,buy,MKT,5
332,Arb_01,market,buy,MKT,5
333,MM_01,limit,buy,88.23,10
333,Trend_01,market,buy,MKT,5
334,MM_01,limit,buy,88.3,10
334,Trend_01,market,buy,MKT,5
334,Arb_01,market,buy,MKT,5
335,MM_01,limit,buy,88.59,10
335,Trend_01,market,buy,MKT,5
335,Arb_01,market,sell,MKT,5
336,MM_01,limit,sell,88.05,10
336,Trend_01,market,sell,MKT,5
337,MM_01,limit,sell,87.97,10
337,Trend_01,market,sell,MKT,5
338,MM_01,limit,sell,87.99,10
338,Trend_01,market,sell,MKT,5
339,MM_01,limit,sell,88.72,10
339,Trend_01,market,buy,MKT,5
340,MM_01,limit,buy,87.87,10
340,Trend_01,market,sell,MKT,5
340,Arb_01,market,buy,MKT,5
341,MM_01,limit,sell,88.12,10
341,Trend_01,market,sell,MKT,5
341,Arb_01,market,buy,MKT,5
342,MM_01,limit,buy,87.26,10
342,Trend_01,market,sell,MKT,5
342,Arb_01,market,buy,MKT,5
343,MM_01,limit,sell,87.79,10
343,Trend_01,market,sell,MKT,5
343,Arb_01,market,sell,MKT,5
344,MM_01,limit,sell,87.6,10
344,Trend_01,market,sell,MKT,5
344,Arb_01,market,sell,MKT,5
345,MM_01,limit,sell,87.07,10
345,Trend_01,market,sell,MKT,5
345,Arb_01,market,buy,MKT,5
346,MM_01,limit,buy,87.09,10
346,Trend_01,market,sell,MKT,5
347,MM_01,limit,sell,87.81,10
347,Trend_01,market,buy,MKT,5
347,Arb_01,market,sell,MKT,5
348,MM_01,limit,buy,87.02,10
348,Trend_01,market,sell,MKT,5
348,Arb_01,market,sell,MKT,5
349,MM_01,limit,sell,88.07,10
349,Trend_01,market,buy,MKT,5
349,Arb_01,market,sell,MKT,5
350,MM_01,limit,sell,88.41,10
350,Trend_01,market,buy,MKT,5
350,Arb_01,market,buy,MKT,5
351,MM_01,limit,buy,88.13,10
351,Trend_01,market,buy,MKT,5
352,MM_01,limit,buy,87.71,10
352,Trend_01,market,sell,MKT,5
352,Arb_01,market,sell,MKT,5
353,MM_01,limit,sell,88.75,10
353,Trend_01,market,buy,MKT,5
353,Arb_01,market,buy,MKT,5
354,MM_01,limit,buy,88.02,10
354,Trend_01,market,sell,MKT,5
354,Arb_01,market,sell,MKT,5
355,MM_01,limit,sell,88.36,10
355,Trend_01,market,buy,MKT,5
355,Arb_01,market,buy,MKT,5
356,MM_01,limit,buy,88.54,10
356,Trend_01,market,buy,MKT,5
356,Arb_01,market,buy,MKT,5
357,MM_01,limit,buy,88.05,10
357,Trend_01,market,sell,MKT,5
357,Arb_01,market,buy,MKT,5
358,MM_01,limit,buy,88.55,10
358,Trend_01,market,buy,MKT,5
358,Arb_01,market,buy,MKT,5
359,MM_01,limit,buy,88.62,10
359,Trend_01,market,buy,MKT,5
359,Arb_01,market,sell,MKT,5
360,MM_01,limit,sell,88.58,10
360,Trend_01,market,buy,MKT,5
361,MM_01,limit,buy,88.7,10
361,Trend_01,market,buy,MKT,5
361,Arb_01,market,buy,MKT,5
362,MM_01,limit,buy,89.24,10
362,Trend_01,market,buy,MKT,5
362,Arb_01,market,sell,MKT,5
363,MM_01,limit,sell,90.27,10
363,Trend_01,market,buy,MKT,5
363,Arb_01,market,buy,MKT,5
364,MM_01,limit,buy,90.66,10
364,Trend_01,market,buy,MKT,5
364,Arb_01,market,sell,MKT,5
365,MM_01,limit,buy,91.24,10
365,Trend_01,market,buy,MKT,5
366,MM_01,limit,buy,91.47,10
366,Trend_01,market,buy,MKT,5
367,MM_01,limit,buy,91.92,10
367,Trend_01,market,buy,MKT,5
368,MM_01,limit,buy,91.53,10
368,Trend_01,market,sell,MKT,5
369,MM_01,limit,sell,91.97,10
369,Trend_01,market,buy,MKT,5
369,Arb_01,market,sell,MKT,5
370,MM_01,limit,buy,91.52,10
370,Trend_01,market,sell,MKT,5
370,Arb_01,market,buy,MKT,5
371,MM_01,limit,sell,91.9,10
371,Trend_01,market,buy,MKT,5
371,Arb_01,market,buy,MKT,5
372,MM_01,limit,buy,90.9,10
372,Trend_01,market,sell,MKT,5
372,Arb_01,market,sell,MKT,5
373,MM_01,limit,sell,91.89,10
373,Trend_01,market,buy,MKT,5
373,Arb_01,market,sell,MKT,5
374,MM_01,limit,buy,91.41,10
374,Trend_01,market,sell,MKT,5
374,Arb_01,market,sell,MKT,5
375,MM_01,limit,sell,90.83,10
375,Trend_01,market,sell,MKT,5
375,Arb_01,market,buy,MKT,5
376,MM_01,limit,sell,90.7,10
376,Trend_01,market,sell,MKT,5
376,Arb_01,market,buy,MKT,5
377,MM_01,limit,buy,90.0,10
377,Trend_01,market,sell,MKT,5
378,MM_01,limit,sell,89.5,10
378,Trend_01,market,sell,MKT,5
378,Arb_01,market,buy,MKT,5
379,MM_01,limit,buy,88.52,10
379,Trend_01,market,sell,MKT,5
379,Arb_01,market,sell,MKT,5
380,MM_01,limit,sell,88.12,10
380,Trend_01,market,sell,MKT,5
380,Arb_01,market,sell,MKT,5
381,MM_01,limit,sell,89.28,10
381,Trend_01,market,buy,MKT,5
382,MM_01,limit,sell,89.86,10
382,Trend_01,market,buy,MKT,5
383,MM_01,limit,buy,90.77,10
383,Trend_01,market,buy,MKT,5
383,Arb_01,market,sell,MKT,5
384,MM_01,limit,sell,91.41,10
384,Trend_01,market,buy,MKT,5
385,MM_01,limit,buy,90.88,10
385,Trend_01,market,buy,MKT,5
385,Arb_01,market,sell,MKT,5
386,MM_01,limit,sell,91.82,10
386,Trend_01,market,buy,MKT,5
386,Arb_01,market,buy,MKT,5
387,MM_01,limit,buy,90.83,10
387,Trend_01,market,sell,MKT,5
387,Arb_01,market,buy,MKT,5
388,MM_01,limit,buy,91.9,10
388,Trend_01,market,buy,MKT,5
389,MM_01,limit,buy,92.81,10
389,Trend_01,market,buy,MKT,5
390,MM_01,limit,buy,93.46,10
390,Trend_01,market,buy,MKT,5
390,Arb_01,market,sell,MKT,5
391,MM_01,limit,sell,93.38,10
391,Trend_01,market,buy,MKT,5
391,Arb_01,market,buy,MKT,5
392,MM_01,limit,buy,93.03,10
392,Trend_01,market,sell,MKT,5
393,MM_01,limit,buy,92.6,10
393,Trend_01,market,sell,MKT,5
393,Arb_01,market,buy,MKT,5
394,MM_01,limit,sell,93.87,10
394,Trend_01,market,buy,MKT,5
394,Arb_01,market,buy,MKT,5
395,MM_01,limit,buy,93.82,10
395,Trend_01,market,buy,MKT,5
395,Arb_01,market,sell,MKT,5
396,MM_01,limit,buy,93.96,10
396,Trend_01,market,buy,MKT,5
396,Arb_01,market,sell,MKT,5
397,MM_01,limit,sell,94.37,10
397,Trend_01,market,buy,MKT,5
397,Arb_01,market,buy,MKT,5
398,MM_01,limit,buy,93.59,10
398,Trend_01,market,sell,MKT,5
398,Arb_01,market,buy,MKT,5
399,MM_01,limit,buy,93.85,10
399,Trend_01,market,sell,MKT,5
399,Arb_01,market,sell,MKT,5
400,MM_01,limit,sell,94.13,10
400,Trend_01,market,buy,MKT,5
400,Arb_01,market,sell,MKT,5
401,MM_01,limit,sell,94.04,10
401,Trend_01,market,buy,MKT,5
402,MM_01,limit,buy,93.15,10
402,Trend_01,market,sell,MKT,5
402,Arb_01,market,sell,MKT,5
403,MM_01,limit,sell,93.29,10
403,Trend_01,market,sell,MKT,5
404,MM_01,limit,sell,93.21,10
404,Trend_01,market,sell,MKT,5
404,Arb_01,market,sell,MKT,5
405,MM_01,limit,sell,92.18,10
405,Trend_01,market,sell,MKT,5
405,Arb_01,market,buy,MKT,5
406,MM_01,limit,sell,92.6,10
406,Trend_01,market,sell,MKT,5
407,MM_01,limit,sell,91.91,10
407,Trend_01,market,sell,MKT,5
407,Arb_01,market,sell,MKT,5
408,MM_01,limit,sell,92.24,10
408,Trend_01,market,sell,MKT,5
409,MM_01,limit,sell,92.89,10
409,Trend_01,market,buy,MKT,5
409,Arb_01,market,sell,MKT,5
410,MM_01,limit,buy,93.41,10
410,Trend_01,market,buy,MKT,5
410,Arb_01,market,buy,MKT,5
411,MM_01,limit,buy,93.54,10
411,Trend_01,market,buy,MKT,5
411,Arb_01,market,sell,MKT,5
412,MM_01,limit,sell,93.56,10
412,Trend_01,market,buy,MKT,5
412,Arb_01,market,sell,MKT,5
413,MM_01,limit,buy,93.63,10
413,Trend_01,market,buy,MKT,5
414,MM_01,limit,buy,93.2,10
414,Trend_01,market,sell,MKT,5
414,Arb_01,market,sell,MKT,5
415,MM_01,limit,sell,93.5,10
415,Trend_01,market,sell,MKT,5
415,Arb_01,market,sell,MKT,5
416,MM_01,limit,sell,93.21,10
416,Trend_01,market,sell,MKT,5
417,MM_01,limit,sell,93.26,10
417,Trend_01,market,sell,MKT,5
417,Arb_01,market,sell,MKT,5
418,MM_01,limit,sell,93.26,10
418,Trend_01,market,sell,MKT,5
418,Arb_01,market,buy,MKT,5
419,MM_01,limit,sell,93.22,10
419,Trend_01,market,sell,MKT,5
419,Arb_01,market,sell,MKT,5
420,MM_01,limit,sell,92.73,10
420,Trend_01,market,sell,MKT,5
421,MM_01,limit,sell,92.83,10
421,Trend_01,market,sell,MKT,5
422,MM_01,limit,sell,93.18,10
422,Trend_01,market,buy,MKT,5
422,Arb_01,market,buy,MKT,5
423,MM_01,limit,buy,93.38,10
423,Trend_01,market,buy,MKT,5
423,Arb_01,market,buy,MKT,5
424,MM_01,limit,buy,93.09,10
424,Trend_01,market,buy,MKT,5
424,Arb_01,market,sell,MKT,5
425,MM_01,limit,buy,93.39,10
425,Trend_01,market,buy,MKT,5
425,Arb_01,market,sell,MKT,5
426,MM_01,limit,sell,93.41,10
426,Trend_01,market,sell,MKT,5
426,Arb_01,market,sell,MKT,5
427,MM_01,limit,sell,93.25,10
427,Trend_01,market,sell,MKT,5
427,Arb_01,market,sell,MKT,5
428,MM_01,limit,sell,93.43,10
428,Trend_01,market,buy,MKT,5
428,Arb_01,market,sell,MKT,5
429,MM_01,limit,buy,93.84,10
429,Trend_01,market,buy,MKT,5
429,Arb_01,market,buy,MKT,5
430,MM_01,limit,buy,93.9,10
430,Trend_01,market,buy,MKT,5
431,MM_01,limit,buy,93.9,10
431,Trend_01,market,buy,MKT,5
431,Arb_01,market,sell,MKT,5
432,MM_01,limit,sell,94.21,10
432,Trend_01,market,buy,MKT,5
432,Arb_01,market,sell,MKT,5
433,MM_01,limit,buy,93.55,10
433,Trend_01,market,sell,MKT,5
434,MM_01,limit,sell,93.62,10
434,Trend_01,market,sell,MKT,5
434,Arb_01,market,sell,MKT,5
435,MM_01,limit,sell,93.88,10
435,Trend_01,market,buy,MKT,5
435,Arb_01,market,sell,MKT,5
436,MM_01,limit,buy,94.46,10
436,Trend_01,market,buy,MKT,5
436,Arb_01,market,buy,MKT,5
437,MM_01,limit,buy,93.69,10
437,Trend_01,market,sell,MKT,5
437,Arb_01,market,buy,MKT,5
438,MM_01,limit,sell,93.46,10
438,Trend_01,market,sell,MKT,5
438,Arb_01,market,sell,MKT,5
439,MM_01,limit,sell,93.31,10
439,Trend_01,market,sell,MKT,5
439,Arb_01,market,sell,MKT,5
440,MM_01,limit,sell,93.76,10
440,Trend_01,market,buy,MKT,5
440,Arb_01,market,buy,MKT,5
441,MM_01,limit,buy,93.21,10
441,Trend_01,market,sell,MKT,5
441,Arb_01,market,sell,MKT,5
442,MM_01,limit,sell,92.65,10
442,Trend_01,market,sell,MKT,5
443,MM_01,limit,sell,92.05,10
443,Trend_01,market,sell,MKT,5
443,Arb_01,market,buy,MKT,5
444,MM_01,limit,buy,92.35,10
444,Trend_01,market,sell,MKT,5
444,Arb_01,market,sell,MKT,5
445,MM_01,limit,sell,92.95,10
445,Trend_01,market,buy,MKT,5
445,Arb_01,market,buy,MKT,5
446,MM_01,limit,buy,93.54,10
446,Trend_01,market,buy,MKT,5
446,Arb_01,market,buy,MKT,5
447,MM_01,limit,buy,93.57,10
447,Trend_01,market,buy,MKT,5
447,Arb_01,market,buy,MKT,5
448,MM_01,limit,buy,94.08,10
448,Trend_01,market,buy,MKT,5
449,MM_01,limit,buy,94.51,10
449,Trend_01,market,buy,MKT,5
449,Arb_01,market,sell,MKT,5
450,MM_01,limit,sell,95.3,10
450,Trend_01,market,buy,MKT,5
451,MM_01,limit,buy,95.5,10
451,Trend_01,market,buy,MKT,5
451,Arb_01,market,buy,MKT,5
452,MM_01,limit,buy,95.3,10
452,Trend_01,market,buy,MKT,5
453,MM_01,limit,buy,95.4,10
453,Trend_01,market,buy,MKT,5
453,Arb_01,market,buy,MKT,5
454,MM_01,limit,buy,95.06,10
454,Trend_01,market,sell,MKT,5
454,Arb_01,market,buy,MKT,5
455,MM_01,limit,sell,95.3,10
455,Trend_01,market,sell,MKT,5
455,Arb_01,market,buy,MKT,5
456,MM_01,limit,buy,94.31,10
456,Trend_01,market,sell,MKT,5
456,Arb_01,market,sell,MKT,5
457,MM_01,limit,sell,94.76,10
457,Trend_01,market,sell,MKT,5
457,Arb_01,market,buy,MKT,5
458,MM_01,limit,sell,94.28,10
458,Trend_01,market,sell,MKT,5
458,Arb_01,market,sell,MKT,5
459,MM_01,limit,sell,94.48,10
459,Trend_01,market,sell,MKT,5
459,Arb_01,market,buy,MKT,5
460,MM_01,limit,buy,94.51,10
460,Trend_01,market,buy,MKT,5
460,Arb_01,market,buy,MKT,5
461,MM_01,limit,buy,94.65,10
461,Trend_01,market,buy,MKT,5
461,Arb_01,market,buy,MKT,5
462,MM_01,limit,buy,94.24,10
462,Trend_01,market,sell,MKT,5
462,Arb_01,market,sell,MKT,5
463,MM_01,limit,sell,94.2,10
463,Trend_01,market,sell,MKT,5
464,MM_01,limit,sell,94.6,10
464,Trend_01,market,buy,MKT,5
465,MM_01,limit,sell,94.1,10
465,Trend_01,market,sell,MKT,5
466,MM_01,limit,sell,94.55,10
466,Trend_01,market,buy,MKT,5
467,MM_01,limit,buy,94.86,10
467,Trend_01,market,buy,MKT,5
468,MM_01,limit,buy,95.15,10
468,Trend_01,market,buy,MKT,5
469,MM_01,limit,buy,95.27,10
469,Trend_01,market,buy,MKT,5
470,MM_01,limit,buy,96.0,10
470,Trend_01,market,buy,MKT,5
470,Arb_01,market,buy,MKT,5
471,MM_01,limit,buy,95.61,10
471,Trend_01,market,buy,MKT,5
471,Arb_01,market,buy,MKT,5
472,MM_01,limit,buy,95.68,10
472,Trend_01,market,buy,MKT,5
472,Arb_01,market,sell,MKT,5
473,MM_01,limit,sell,95.64,10
473,Trend_01,market,sell,MKT,5
474,MM_01,limit,sell,95.87,10
474,Trend_01,market,buy,MKT,5
474,Arb_01,market,sell,MKT,5
475,MM_01,limit,buy,95.53,10
475,Trend_01,market,sell,MKT,5
475,Arb_01,market,buy,MKT,5
476,MM_01,limit,sell,95.54,10
476,Trend_01,market,sell,MKT,5
477,MM_01,limit,sell,95.92,10
477,Trend_01,market,buy,MKT,5
477,Arb_01,market,buy,MKT,5
478,MM_01,limit,buy,95.59,10
478,Trend_01,market,buy,MKT,5
478,Arb_01,market,sell,MKT,5
479,MM_01,limit,buy,95.57,10
479,Trend_01,market,buy,MKT,5
480,MM_01,limit,buy,96.09,10
480,Trend_01,market,buy,MKT,5
480,Arb_01,market,sell,MKT,5
481,MM_01,limit,sell,96.59,10
481,Trend_01,market,buy,MKT,5
481,Arb_01,market,buy,MKT,5
482,MM_01,limit,buy,96.25,10
482,Trend_01,market,buy,MKT,5
482,Arb_01,market,buy,MKT,5
483,MM_01,limit,buy,95.22,10
483,Trend_01,market,sell,MKT,5
483,Arb_01,market,sell,MKT,5
484,MM_01,limit,sell,96.01,10
484,Trend_01,market,sell,MKT,5
485,MM_01,limit,sell,96.24,10
485,Trend_01,market,buy,MKT,5
486,MM_01,limit,buy,96.75,10
486,Trend_01,market,buy,MKT,5
486,Arb_01,market,buy,MKT,5
487,MM_01,limit,buy,96.15,10
487,Trend_01,market,sell,MKT,5
487,Arb_01,market,buy,MKT,5
488,MM_01,limit,sell,96.37,10
488,Trend_01,market,sell,MKT,5
488,Arb_01,market,buy,MKT,5
489,MM_01,limit,buy,95.27,10
489,Trend_01,market,sell,MKT,5
490,MM_01,limit,sell,94.9,10
490,Trend_01,market,sell,MKT,5
490,Arb_01,market,sell,MKT,5
491,MM_01,limit,sell,94.81,10
491,Trend_01,market,sell,MKT,5
491,Arb_01,market,sell,MKT,5
492,MM_01,limit,sell,95.77,10
492,Trend_01,market,buy,MKT,5
492,Arb_01,market,sell,MKT,5
493,MM_01,limit,buy,96.15,10
493,Trend_01,market,buy,MKT,5
494,MM_01,limit,buy,96.82,10
494,Trend_01,market,buy,MKT,5
494,Arb_01,market,buy,MKT,5
495,MM_01,limit,buy,97.0,10
495,Trend_01,market,buy,MKT,5
496,MM_01,limit,buy,96.7,10
496,Trend_01,market,buy,MKT,5
497,MM_01,limit,buy,97.21,10
497,Trend_01,market,buy,MKT,5
497,Arb_01,market,sell,MKT,5
498,MM_01,limit,sell,97.85,10
498,Trend_01,market,buy,MKT,5
498,Arb_01,market,sell,MKT,5
499,MM_01,limit,buy,97.76,10
499,Trend_01,market,buy,MKT,5
499,Arb_01,market,buy,MKT,5
500,MM_01,limit,buy,96.76,10
500,Trend_01,market,sell,MKT,5
500,Arb_01,market,buy,MKT,5
501,MM_01,limit,sell,98.01,10
501,Trend_01,market,buy,MKT,5
501,Arb_01,market,sell,MKT,5
502,MM_01,limit,buy,97.19,10
502,Trend_01,market,sell,MKT,5
502,Arb_01,market,sell,MKT,5
503,MM_01,limit,sell,97.41,10
503,Trend_01,market,sell,MKT,5
503,Arb_01,market,sell,MKT,5
504,MM_01,limit,sell,96.8,10
504,Trend_01,market,sell,MKT,5
504,Arb_01,market,buy,MKT,5
505,MM_01,limit,sell,97.49,10
505,Trend_01,market,buy,MKT,5
505,Arb_01,market,buy,MKT,5
506,MM_01,limit,buy,96.53,10
506,Trend_01,market,sell,MKT,5
507,MM_01,limit,buy,96.61,10
507,Trend_01,market,sell,MKT,5
507,Arb_01,market,buy,MKT,5
508,MM_01,limit,sell,96.74,10
508,Trend_01,market,sell,MKT,5
508,Arb_01,market,sell,MKT,5
509,MM_01,limit,sell,96.25,10
509,Trend_01,market,sell,MKT,5
509,Arb_01,market,sell,MKT,5
510,MM_01,limit,sell,96.35,10
510,Trend_01,market,sell,MKT,5
510,Arb_01,market,sell,MKT,5
511,MM_01,limit,sell,96.69,10
511,Trend_01,market,buy,MKT,5
512,MM_01,limit,buy,96.99,10
512,Trend_01,market,buy,MKT,5
512,Arb_01,market,sell,MKT,5
513,MM_01,limit,sell,97.72,10
513,Trend_01,market,buy,MKT,5
514,MM_01,limit,buy,96.83,10
514,Trend_01,market,sell,MKT,5
515,MM_01,limit,sell,96.87,10
515,Trend_01,market,sell,MKT,5
516,MM_01,limit,sell,96.54,10
516,Trend_01,market,sell,MKT,5
517,MM_01,limit,sell,96.93,10
517,Trend_01,market,buy,MKT,5
517,Arb_01,market,sell,MKT,5
518,MM_01,limit,buy,96.53,10
518,Trend_01,market,sell,MKT,5
519,MM_01,limit,sell,97.24,10
519,Trend_01,market,buy,MKT,5
520,MM_01,limit,buy,96.22,10
520,Trend_01,market,sell,MKT,5
521,MM_01,limit,sell,97.6,10
521,Trend_01,market,buy,MKT,5
521,Arb_01,market,buy,MKT,5
522,MM_01,limit,buy,97.43,10
522,Trend_01,market,buy,MKT,5
522,Arb_01,market,buy,MKT,5
523,MM_01,limit,buy,97.64,10
523,Trend_01,market,buy,MKT,5
523,Arb_01,market,sell,MKT,5
524,MM_01,limit,buy,96.77,10
524,Trend_01,market,sell,MKT,5
524,Arb_01,market,sell,MKT,5
525,MM_01,limit,sell,97.27,10
525,Trend_01,market,sell,MKT,5
526,MM_01,limit,sell,96.78,10
526,Trend_01,market,sell,MKT,5
527,MM_01,limit,sell,97.79,10
527,Trend_01,market,buy,MKT,5
528,MM_01,limit,sell,97.45,10
528,Trend_01,market,buy,MKT,5
529,MM_01,limit,buy,97.93,10
529,Trend_01,market,buy,MKT,5
529,Arb_01,market,buy,MKT,5
530,MM_01,limit,buy,98.49,10
530,Trend_01,market,buy,MKT,5
530,Arb_01,market,sell,MKT,5
531,MM_01,limit,sell,98.43,10
531,Trend_01,market,buy,MKT,5
531,Arb_01,market,buy,MKT,5
532,MM_01,limit,buy,99.24,10
532,Trend_01,market,buy,MKT,5
533,MM_01,limit,buy,99.3,10
533,Trend_01,market,buy,MKT,5
533,Arb_01,market,sell,MKT,5
534,MM_01,limit,buy,99.45,10
534,Trend_01,market,buy,MKT,5
534,Arb_01,market,buy,MKT,5
535,MM_01,limit,buy,99.75,10
535,Trend_01,market,buy,MKT,5
535,Arb_01,market,buy,MKT,5
536,MM_01,limit,buy,99.3,10
536,Trend_01,market,sell,MKT,5
536,Arb_01,market,sell,MKT,5
537,MM_01,limit,sell,99.31,10
537,Trend_01,market,sell,MKT,5
537,Arb_01,market,sell,MKT,5
538,MM_01,limit,sell,99.9,10
538,Trend_01,market,buy,MKT,5
539,MM_01,limit,sell,100.76,10
539,Trend_01,market,buy,MKT,5
539,Arb_01,market,sell,MKT,5
540,MM_01,limit,buy,100.95,10
540,Trend_01,market,buy,MKT,5
540,Arb_01,market,sell,MKT,5
541,MM_01,limit,sell,101.77,10
541,Trend_01,market,buy,MKT,5
541,Arb_01,market,buy,MKT,5
542,MM_01,limit,buy,101.4,10
542,Trend_01,market,buy,MKT,5
542,Arb_01,market,sell,MKT,5
543,MM_01,limit,buy,101.86,10
543,Trend_01,market,buy,MKT,5
544,MM_01,limit,buy,101.95,10
544,Trend_01,market,buy,MKT,5
