step,agent_id,inventory,cash,total_value
365,Arb_01,10,98893.4,99810.06196958334
366,MM_01,20,98103.45000000003,99945.8345917981
366,Trend_01,-50,104899.69999999995,100293.73852050475
366,Arb_01,10,98893.4,99814.59229589904
367,MM_01,20,98103.45000000003,99938.06166206258
367,Trend_01,-50,104899.69999999995,100313.17084484355
367,Arb_01,10,98893.4,99810.70583103127
368,MM_01,25,97645.80000000003,99945.73849175785
368,Trend_01,-60,105814.99999999994,100295.1476197812
368,Arb_01,10,98893.4,99813.37539670312
369,MM_01,20,98105.65000000004,99939.97734957842
369,Trend_01,-50,104895.29999999993,100309.481626054
369,Arb_01,10,98893.4,99810.56367478918
370,MM_01,25,97648.05000000003,99946.26399197428
370,Trend_01,-60,105810.49999999994,100294.78641926174
370,Arb_01,10,98893.4,99812.6855967897
371,MM_01,15,98567.05000000003,99933.13220129654
371,Trend_01,-50,104891.49999999994,100337.89266234492
371,Arb_01,20,97974.4,99795.842935062
372,MM_01,25,97658.05000000003,99955.91846251293
372,Trend_01,-60,105800.49999999994,100285.61568996901
372,Arb_01,10,98883.4,99802.54738500515
373,MM_01,20,98117.50000000003,99949.79009861212
373,Trend_01,-50,104881.59999999995,100300.87475346972
373,Arb_01,10,98883.4,99799.54504930603
374,MM_01,30,97203.40000000002,99929.88485108173
374,Trend_01,-60,105795.69999999995,100342.73029783655
374,Arb_01,0,99797.5,99797.5
375,MM_01,25,97657.55000000002,99925.66552593208
375,Trend_01,-60,105795.69999999995,100352.22273776299
375,Arb_01,10,98889.20000000001,99796.44621037284
376,MM_01,20,98111.05000000002,99915.01348477566
376,Trend_01,-60,105795.69999999995,100383.80954567305
376,Arb_01,20,97982.20000000001,99786.16348477565
377,MM_01,25,97661.05000000002,99899.20166968608
377,Trend_01,-70,106695.69999999995,100428.87532487899
377,Arb_01,20,97982.20000000001,99772.72133574887
378,MM_01,20,98108.55000000002,99882.90370909729
378,Trend_01,-70,106695.69999999995,100485.46201815951
378,Arb_01,30,97087.20000000001,99748.73056364592
379,MM_01,30,97223.35,99868.35568175002
379,Trend_01,-80,107580.89999999997,100527.55151533325
379,Arb_01,20,97972.40000000002,99735.7371211667
380,MM_01,30,97223.35,99903.12500164603
380,Trend_01,-80,107580.89999999997,100434.8333289439
380,Arb_01,20,97972.40000000002,99758.91666776403
381,MM_01,25,97669.75,99916.78140714798
381,Trend_01,-70,106688.09999999998,100396.41205998563
381,Arb_01,20,97972.40000000002,99770.02512571841
382,MM_01,20,98119.05,99938.4700525607
382,Trend_01,-60,105789.49999999997,100331.23984231788
382,Arb_01,20,97972.40000000002,99791.82005256072
383,MM_01,25,97665.2,99951.06683198563
383,Trend_01,-60,105789.49999999997,100303.41960323443
383,Arb_01,10,98880.10000000003,99794.4467327943
384,MM_01,20,98122.25,99943.76874316936
384,Trend_01,-50,104875.39999999997,100321.60314207656
384,Arb_01,10,98880.10000000003,99790.85937158471
385,MM_01,25,97667.85,99963.96015465664
385,Trend_01,-50,104875.39999999997,100283.1796906867
385,Arb_01,0,99788.90000000002,99788.90000000002
386,MM_01,15,98586.05000000002,99951.16504055816
386,Trend_01,-40,103957.19999999995,100316.89322517825
386,Arb_01,10,98870.70000000001,99780.77669370544
387,MM_01,20,98131.90000000002,99973.82980110231
387,Trend_01,-50,104865.49999999994,100260.67549724421
387,Arb_01,10,98870.70000000001,99791.66490055116
388,MM_01,20,98131.90000000002,99992.08414559062
388,Trend_01,-50,104865.49999999994,100215.03963602347
388,Arb_01,10,98870.70000000001,99800.7920727953
389,MM_01,20,98131.90000000002,100005.16640511247
389,Trend_01,-50,104865.49999999994,100182.33398721884
389,Arb_01,10,98870.70000000001,99807.33320255623
390,MM_01,25,97664.60000000002,99999.70509111807
390,Trend_01,-50,104865.49999999994,100195.28981776384
390,Arb_01,0,99805.30000000002,99805.30000000002
391,MM_01,15,98598.40000000001,99996.4824843061
391,Trend_01,-40,103931.69999999995,100203.48004185036
391,Arb_01,10,98871.50000000003,99803.55498953743
392,MM_01,20,98133.25000000001,99989.28112806207
392,Trend_01,-50,104861.99999999994,100221.92217984483
392,Arb_01,10,98871.50000000003,99799.51556403105
393,MM_01,25,97670.25000000001,100017.62234423052
393,Trend_01,-60,105787.99999999994,100154.30637384673
393,Arb_01,10,98871.50000000003,99810.44893769223
394,MM_01,15,98608.95000000003,100018.91990132754
394,Trend_01,-50,104849.29999999993,100149.40032890825
394,Arb_01,20,97932.80000000002,99812.7598684367
395,MM_01,20,98139.85000000002,100023.12541090896
395,Trend_01,-50,104849.29999999993,100141.11147272759
395,Arb_01,10,98871.00000000003,99812.6377054545
396,MM_01,25,97670.05000000002,100030.03920135554
396,Trend_01,-50,104849.29999999993,100129.32159728889
396,Arb_01,0,99810.60000000003,99810.60000000003
397,MM_01,15,98613.75000000003,100020.18840630383
397,Trend_01,-40,103905.59999999992,100155.09758318978
397,Arb_01,10,98866.90000000002,99804.52560420256
398,MM_01,20,98145.80000000003,100026.83770887957
398,Trend_01,-50,104841.49999999991,100138.90572780107
398,Arb_01,10,98866.90000000002,99807.41885443979
399,MM_01,30,97207.30000000003,100032.82788916072
399,Trend_01,-60,105779.99999999991,100128.94422167854
399,Arb_01,0,99805.40000000002,99805.40000000002
400,MM_01,25,97677.95000000003,100029.47593279778
400,Trend_01,-50,104838.69999999992,100135.64813440442
400,Arb_01,0,99805.40000000002,99805.40000000002
401,MM_01,20,98148.15000000002,100015.06734700802
401,Trend_01,-40,103898.29999999993,100164.46530598395
401,Arb_01,0,99805.40000000002,99805.40000000002
402,MM_01,30,97216.65000000002,100016.7938558886
402,Trend_01,-50,104829.79999999993,100162.89357351897
402,Arb_01,-10,100736.90000000002,99803.51871470384
403,MM_01,30,97216.65000000002,100014.36402489107
403,Trend_01,-50,104829.79999999993,100166.94329184819
403,Arb_01,-10,100736.90000000002,99804.32865836968
404,MM_01,30,97216.65000000002,99983.44346381688
404,Trend_01,-50,104829.79999999993,100218.47756030517
404,Arb_01,-10,100736.90000000002,99814.63551206107
405,MM_01,25,97677.55000000002,99993.2259250187
405,Trend_01,-50,104829.79999999993,100198.44814996255
405,Arb_01,0,99815.10000000003,99815.10000000003
406,MM_01,25,97677.55000000002,99975.87322052591
406,Trend_01,-50,104829.79999999993,100233.15355894814
406,Arb_01,0,99815.10000000003,99815.10000000003
407,MM_01,25,97677.55000000002,99984.0710996311
407,Trend_01,-50,104829.79999999993,100216.75780073777
407,Arb_01,0,99815.10000000003,99815.10000000003
408,MM_01,25,97677.55000000002,100000.51383084506
408,Trend_01,-50,104829.79999999993,100183.87233830985
408,Arb_01,0,99815.10000000003,99815.10000000003
409,MM_01,20,98142.00000000001,100014.28865505841
409,Trend_01,-40,103900.89999999994,100156.32268988315
409,Arb_01,0,99815.10000000003,99815.10000000003
410,MM_01,20,98142.00000000001,100016.74807121271
410,Trend_01,-40,103900.89999999994,100151.40385757455
410,Arb_01,0,99815.10000000003,99815.10000000003
411,MM_01,25,97674.30000000002,100014.00045276272
411,Trend_01,-40,103900.89999999994,100157.37927557963
411,Arb_01,-10,100750.50000000003,99814.61981889495
412,MM_01,20,98142.10000000002,100018.76005688387
412,Trend_01,-30,102965.29999999993,100150.30991467416
412,Arb_01,-10,100750.50000000003,99812.1699715581
413,MM_01,20,98142.10000000002,100010.08332084441
413,Trend_01,-30,102965.29999999993,100163.32501873333
413,Arb_01,-10,100750.50000000003,99816.50833957783
414,MM_01,30,97210.10000000002,100016.4997581271
414,Trend_01,-40,103897.29999999993,100155.4336558305
414,Arb_01,-20,101682.50000000003,99811.56682791532
415,MM_01,30,97210.10000000002,100008.00762909875
415,Trend_01,-40,103897.29999999993,100166.75649453496
415,Arb_01,-20,101682.50000000003,99817.22824726754
416,MM_01,30,97210.10000000002,100009.43688423828
416,Trend_01,-40,103897.29999999993,100164.85082101557
416,Arb_01,-20,101682.50000000003,99816.27541050785
417,MM_01,30,97210.10000000002,100009.48730451714
417,Trend_01,-40,103897.29999999993,100164.7835939771
417,Arb_01,-20,101682.50000000003,99816.24179698862
418,MM_01,25,97676.40000000002,100007.53491893192
418,Trend_01,-40,103897.29999999993,100167.4841297089
418,Arb_01,-10,100749.90000000002,99817.44603242727
419,MM_01,25,97676.40000000002,99995.19591282394
419,Trend_01,-40,103897.29999999993,100187.22653948165
419,Arb_01,-10,100749.90000000002,99822.38163487046
420,MM_01,25,97676.40000000002,99997.8650092569
420,Trend_01,-40,103897.29999999993,100182.95598518894
420,Arb_01,-10,100749.90000000002,99821.31399629728
421,MM_01,25,97676.40000000002,100006.62321160997
421,Trend_01,-40,103897.29999999993,100168.94286142402
421,Arb_01,-10,100749.90000000002,99817.81071535604
422,MM_01,15,98608.20000000001,100011.46893106126
422,Trend_01,-30,102965.49999999994,100158.96213787743
422,Arb_01,0,99818.10000000003,99818.10000000003
423,MM_01,15,98608.20000000001,100007.19186730633
423,Trend_01,-30,102965.49999999994,100167.51626538728
423,Arb_01,0,99818.10000000003,99818.10000000003
424,MM_01,20,98142.75000000001,100014.49485657587
424,Trend_01,-30,102965.49999999994,100157.88271513615
424,Arb_01,-10,100749.00000000003,99813.1275717121
425,MM_01,25,97675.80000000002,100011.78214904615
425,Trend_01,-30,102965.49999999994,100162.32142114457
425,Arb_01,-20,101682.90000000002,99814.11428076311
426,MM_01,25,97675.80000000002,100007.74886766683
426,Trend_01,-30,102965.49999999994,100167.16135879977
426,Arb_01,-20,101682.90000000002,99817.34090586657
427,MM_01,25,97675.80000000002,100012.1149669769
427,Trend_01,-30,102965.49999999994,100161.92203962768
427,Arb_01,-20,101682.90000000002,99813.84802641852
428,MM_01,20,98142.95000000001,100023.76592379597
428,Trend_01,-20,102031.19999999995,100150.38407620399
428,Arb_01,-20,101682.90000000002,99802.08407620406
429,MM_01,20,98142.95000000001,100025.02305067443
429,Trend_01,-20,102031.19999999995,100149.12694932554
429,Arb_01,-20,101682.90000000002,99800.82694932561
430,MM_01,20,98142.95000000001,100025.03257605218
430,Trend_01,-20,102031.19999999995,100149.11742394778
430,Arb_01,-20,101682.90000000002,99800.81742394785
431,MM_01,25,97673.45000000001,100029.31612355055
431,Trend_01,-20,102031.19999999995,100146.50710115951
431,Arb_01,-30,102621.90000000002,99794.86065173936
432,MM_01,20,98144.50000000001,100019.5687544188
432,Trend_01,-10,101089.09999999995,100151.56562279056
432,Arb_01,-30,102621.90000000002,99809.29686837185
433,MM_01,25,97676.75000000001,100017.94039120173
433,Trend_01,-20,102024.59999999995,100151.64768703857
433,Arb_01,-30,102621.90000000002,99812.47153055796
434,MM_01,25,97676.75000000001,100024.27584736273
434,Trend_01,-20,102024.59999999995,100146.57932210977
434,Arb_01,-30,102621.90000000002,99804.86898316476
435,MM_01,20,98146.15000000001,100039.33023511608
435,Trend_01,-10,101085.79999999996,100139.20988244192
435,Arb_01,-30,102621.90000000002,99782.12964732591
436,MM_01,20,98146.15000000001,100023.92641263378
436,Trend_01,-10,101085.79999999996,100146.91179368307
436,Arb_01,-30,102621.90000000002,99805.23538104937
437,MM_01,25,97677.70000000001,100014.86591602603
437,Trend_01,-20,102022.69999999995,100152.96726717913
437,Arb_01,-30,102621.90000000002,99817.30090076881
438,MM_01,25,97677.70000000001,100010.98058070219
438,Trend_01,-20,102022.69999999995,100156.07553543821
438,Arb_01,-30,102621.90000000002,99821.9633031574
439,MM_01,25,97677.70000000001,100022.36131973942
439,Trend_01,-20,102022.69999999995,100146.97094420843
439,Arb_01,-30,102621.90000000002,99808.30641631274
440,MM_01,15,98615.30000000002,100016.12176841423
440,Trend_01,-10,101085.09999999995,100151.21882105713
440,Arb_01,-20,101684.30000000002,99816.5376421144
441,MM_01,25,97683.20000000001,100000.1379793562
441,Trend_01,-20,102017.19999999995,100163.649616515
441,Arb_01,-30,102616.40000000002,99836.0744247726
442,MM_01,25,97683.20000000001,99985.11836443789
442,Trend_01,-20,102017.19999999995,100175.66530844965
442,Arb_01,-30,102616.40000000002,99854.09796267457
443,MM_01,20,98143.45000000001,99994.50969839832
443,Trend_01,-20,102017.19999999995,100166.14030160164
443,Arb_01,-20,101695.90000000002,99844.84030160171
444,MM_01,30,97219.95000000001,100010.07318088601
444,Trend_01,-30,102940.69999999995,100150.57681911395
444,Arb_01,-30,102619.40000000002,99829.27681911402
445,MM_01,20,98149.45000000001,100024.1845135378
445,Trend_01,-20,102011.19999999995,100136.46548646217
445,Arb_01,-20,101689.90000000002,99815.16548646224
446,MM_01,20,98149.45000000001,100024.83500299319
446,Trend_01,-20,102011.19999999995,100135.81499700678
446,Arb_01,-20,101689.90000000002,99814.51499700685
447,MM_01,20,98149.45000000001,100035.14917017952
447,Trend_01,-20,102011.19999999995,100125.50082982045
447,Arb_01,-20,101689.90000000002,99804.20082982052
448,MM_01,20,98149.45000000001,100043.599476544
448,Trend_01,-20,102011.19999999995,100117.05052345597
448,Arb_01,-20,101689.90000000002,99795.75052345604
449,MM_01,25,97676.90000000001,100060.023289415
449,Trend_01,-20,102011.19999999995,100104.70136846796
449,Arb_01,-30,102635.00000000003,99775.25205270204
450,MM_01,20,98153.40000000001,100067.42118459997
450,Trend_01,-10,101058.19999999995,100101.18940769997
450,Arb_01,-30,102635.00000000003,99763.96822310008
451,MM_01,20,98153.40000000001,100063.36229008633
451,Trend_01,-10,101058.19999999995,100103.2188549568
451,Arb_01,-30,102635.00000000003,99770.05656487055
452,MM_01,20,98153.40000000001,100065.30923858096
452,Trend_01,-10,101058.19999999995,100102.24538070947
452,Arb_01,-30,102635.00000000003,99767.1361421286
453,MM_01,20,98153.40000000001,100058.57099148283
453,Trend_01,-10,101058.19999999995,100105.61450425854
453,Arb_01,-30,102635.00000000003,99777.24351277579
454,MM_01,25,97678.1,100061.18630340522
454,Trend_01,-20,102008.79999999996,100102.33095727579
454,Arb_01,-30,102635.00000000003,99775.29643591377
455,MM_01,20,98154.6,100044.85507312049
455,Trend_01,-20,102008.79999999996,100118.54492687948
455,Arb_01,-20,101682.00000000003,99791.74492687955
456,MM_01,30,97211.5,100055.73352908916
456,Trend_01,-30,102951.89999999997,100107.6664709108
456,Arb_01,-30,102625.10000000003,99780.86647091087
457,MM_01,25,97685.3,100043.04352261407
457,Trend_01,-30,102951.89999999997,100122.60777286309
457,Arb_01,-20,101677.50000000003,99791.30518190879
458,MM_01,25,97685.3,100047.81130472096
458,Trend_01,-30,102951.89999999997,100116.88643433481
458,Arb_01,-20,101677.50000000003,99787.49095622325
459,MM_01,20,98157.7,100051.9684777023
459,Trend_01,-30,102951.89999999997,100110.4972834465
459,Arb_01,-10,100732.70000000004,99785.56576114889
460,MM_01,20,98157.7,100054.73524597181
460,Trend_01,-30,102951.89999999997,100106.34713104226
460,Arb_01,-10,100732.70000000004,99784.18237701413
461,MM_01,20,98157.7,100046.53123638978
461,Trend_01,-30,102951.89999999997,100118.65314541529
461,Arb_01,-10,100732.70000000004,99788.28438180515
462,MM_01,30,97215.3,100042.826218072
462,Trend_01,-40,103894.29999999996,100124.26504257064
462,Arb_01,-20,101675.10000000003,99790.08252128537
463,MM_01,30,97215.3,100054.77104071426
463,Trend_01,-40,103894.29999999996,100108.33861238096
463,Arb_01,-20,101675.10000000003,99782.11930619054
464,MM_01,25,97688.3,100041.37424449952
464,Trend_01,-30,102948.29999999996,100124.61090660054
464,Arb_01,-20,101675.10000000003,99792.64060440043
465,MM_01,25,97688.3,100052.72251763042
465,Trend_01,-30,102948.29999999996,100110.99297884347
465,Arb_01,-20,101675.10000000003,99783.5619858957
466,MM_01,20,98161.05,100062.16769957775
466,Trend_01,-20,102002.79999999996,100101.68230042221
466,Arb_01,-20,101675.10000000003,99773.98230042229
467,MM_01,20,98161.05,100067.96332291179
467,Trend_01,-20,102002.79999999996,100095.88667708817
467,Arb_01,-20,101675.10000000003,99768.18667708825
468,MM_01,20,98161.05,100070.42780347947
468,Trend_01,-20,102002.79999999996,100093.42219652049
468,Arb_01,-20,101675.10000000003,99765.72219652057
469,MM_01,20,98161.05,100085.14971769751
469,Trend_01,-20,102002.79999999996,100078.70028230245
469,Arb_01,-20,101675.10000000003,99751.00028230253
470,MM_01,20,98161.05,100077.27824794583
470,Trend_01,-20,102002.79999999996,100086.57175205414
470,Arb_01,-20,101675.10000000003,99758.87175205421
471,MM_01,20,98161.05,100078.74424783119
471,Trend_01,-20,102002.79999999996,100085.10575216878
471,Arb_01,-20,101675.10000000003,99757.40575216885
472,MM_01,25,97682.65000000001,100074.38611860013
472,Trend_01,-20,102002.79999999996,100089.41110511987
472,Arb_01,-30,102631.90000000002,99761.81665767988
473,MM_01,25,97682.65000000001,100080.04403621078
473,Trend_01,-20,102002.79999999996,100084.88477103134
473,Arb_01,-30,102631.90000000002,99755.0271565471
474,MM_01,20,98162.00000000001,100076.55224197179
474,Trend_01,-10,101044.09999999995,100086.82387901406
474,Arb_01,-30,102631.90000000002,99760.07163704236
475,MM_01,25,97684.35000000002,100073.37337729351
475,Trend_01,-20,101999.39999999994,100088.18129816515
475,Arb_01,-30,102631.90000000002,99765.07194724784
476,MM_01,25,97684.35000000002,100083.03773935843
476,Trend_01,-20,101999.39999999994,100080.44980851319
476,Arb_01,-30,102631.90000000002,99753.47471276992
477,MM_01,15,98643.55000000003,100080.04806874826
477,Trend_01,-10,101040.19999999992,100082.53462083444
477,Arb_01,-20,101672.70000000001,99757.36924166905
478,MM_01,20,98165.60000000003,100081.03081297407
478,Trend_01,-10,101040.19999999992,100082.4845935129
478,Arb_01,-30,102628.6,99755.45378053894
479,MM_01,20,98165.60000000003,100091.32386674236
479,Trend_01,-10,101040.19999999992,100077.33806662877
479,Arb_01,-30,102628.6,99740.01419988653
480,MM_01,25,97685.15000000004,100100.63189518062
480,Trend_01,-10,101040.19999999992,100074.0072419277
480,Arb_01,-40,103589.5,99724.72896771108
481,MM_01,15,98651.05000000003,100097.43173980383
481,Trend_01,0,100074.29999999993,100074.29999999993
481,Arb_01,-30,102623.6,99730.83652039243
482,MM_01,15,98651.05000000003,100082.04592957527
482,Trend_01,0,100074.29999999993,100074.29999999993
482,Arb_01,-30,102623.6,99761.60814084954
483,MM_01,25,97698.85000000002,100099.84623516111
483,Trend_01,-10,101026.49999999994,100066.1015059355
483,Arb_01,-40,103575.80000000002,99734.20602374227
484,MM_01,25,97698.85000000002,100105.3972164259
484,Trend_01,-10,101026.49999999994,100063.8811134296
484,Arb_01,-40,103575.80000000002,99725.32445371861
485,MM_01,20,98180.05000000002,100119.05697399868
485,Trend_01,0,100064.09999999995,100064.09999999995
485,Arb_01,-40,103575.80000000002,99697.7860520027
486,MM_01,20,98180.05000000002,100107.03529030937
486,Trend_01,0,100064.09999999995,100064.09999999995
486,Arb_01,-40,103575.80000000002,99721.82941938129
487,MM_01,25,97699.30000000002,100109.20119449533
487,Trend_01,-10,101025.59999999995,100061.63952220182
487,Arb_01,-40,103575.80000000002,99719.95808880753
488,MM_01,20,98181.15000000002,100090.49859410051
488,Trend_01,-10,101025.59999999995,100070.9257029497
488,Arb_01,-30,102612.1,99748.07710884926
489,MM_01,25,97704.80000000002,100077.89593927054
489,Trend_01,-20,101978.29999999996,100079.82324858353
489,Arb_01,-30,102612.1,99764.38487287537
490,MM_01,25,97704.80000000002,100075.59090281106
490,Trend_01,-20,101978.29999999996,100081.66727775113
490,Arb_01,-30,102612.1,99767.15091662675
491,MM_01,25,97704.80000000002,100099.56616681833
491,Trend_01,-20,101978.29999999996,100062.4870665453
491,Arb_01,-30,102612.1,99738.38059981802
492,MM_01,20,98183.65000000002,100110.62636633725
492,Trend_01,-10,101020.59999999995,100057.11181683134
492,Arb_01,-30,102612.1,99721.63545049417
493,MM_01,20,98183.65000000002,100124.11487057782
493,Trend_01,-10,101020.59999999995,100050.36756471105
493,Arb_01,-30,102612.1,99701.40269413331
494,MM_01,20,98183.65000000002,100127.72051324931
494,Trend_01,-10,101020.59999999995,100048.5647433753
494,Arb_01,-30,102612.1,99695.99423012607
495,MM_01,20,98183.65000000002,100121.66142794644
495,Trend_01,-10,101020.59999999995,100051.59428602674
495,Arb_01,-30,102612.1,99705.08285808038
496,MM_01,20,98183.65000000002,100131.793763458
496,Trend_01,-10,101020.59999999995,100046.52811827096
496,Arb_01,-30,102612.1,99689.88435481304
497,MM_01,25,97697.60000000002,100144.47937529706
497,Trend_01,-10,101020.59999999995,100041.84824988114
497,Arb_01,-40,103584.20000000001,99669.19299952476
498,MM_01,20,98186.85000000002,100146.12812877128
498,Trend_01,0,100042.09999999995,100042.09999999995
498,Arb_01,-40,103584.20000000001,99665.6437424575
499,MM_01,20,98186.85000000002,100125.98366612109
499,Trend_01,0,100042.09999999995,100042.09999999995
499,Arb_01,-40,103584.20000000001,99705.93266775788
500,MM_01,25,97703.05000000002,100153.98786026487
500,Trend_01,-10,101009.69999999995,100029.32485589401
500,Arb_01,-40,103584.20000000001,99662.69942357625
501,MM_01,20,98193.10000000002,100140.91494575255
501,Trend_01,0,100029.59999999995,100029.59999999995
501,Arb_01,-40,103584.20000000001,99688.57010849497
502,MM_01,30,97221.20000000003,100144.87480239964
502,Trend_01,-10,101001.49999999994,100026.9417325334
502,Arb_01,-50,104556.1,99683.30866266732
503,MM_01,30,97221.20000000003,100126.69007421176
503,Trend_01,-10,101001.49999999994,100033.00330859603
503,Arb_01,-50,104556.1,99713.61654298045
504,MM_01,25,97705.20000000003,100143.14292904652
504,Trend_01,-10,101001.49999999994,100026.32282838135
504,Arb_01,-40,103588.1,99687.39131352563
505,MM_01,15,98680.10000000002,100130.60175962221
505,Trend_01,0,100026.59999999995,100026.59999999995
505,Arb_01,-30,102613.20000000001,99712.19648075564
506,MM_01,20,98197.45000000003,100133.68648595153
506,Trend_01,-10,100991.89999999994,100023.78175702418
506,Arb_01,-30,102613.20000000001,99708.84527107274
507,MM_01,25,97714.40000000002,100133.64128023069
507,Trend_01,-20,101957.99999999994,100022.60697581542
507,Arb_01,-30,102613.20000000001,99710.11046372322
508,MM_01,25,97714.40000000002,100121.24994582764
508,Trend_01,-20,101957.99999999994,100032.52004333785
508,Arb_01,-30,102613.20000000001,99724.98006500688
509,MM_01,25,97714.40000000002,100123.73939599123
509,Trend_01,-20,101957.99999999994,100030.52848320697
509,Arb_01,-30,102613.20000000001,99721.99272481055
510,MM_01,25,97714.40000000002,100132.27291704463
510,Trend_01,-20,101957.99999999994,100023.70166636426
510,Arb_01,-30,102613.20000000001,99711.75249954649
511,MM_01,20,98197.85000000002,100141.69706739076
511,Trend_01,-10,100991.09999999995,100019.17646630458
511,Arb_01,-30,102613.20000000001,99697.4293989139
512,MM_01,25,97712.90000000002,100156.44643353033
512,Trend_01,-10,100991.09999999995,100013.68142658782
512,Arb_01,-40,103583.1,99673.42570635151
513,MM_01,20,98201.50000000003,100142.01377079541
513,Trend_01,0,100013.89999999994,100013.89999999994
513,Arb_01,-40,103583.1,99702.07245840924
514,MM_01,25,97717.35000000003,100139.81045672685
514,Trend_01,-10,100982.19999999992,100013.2158173092
514,Arb_01,-40,103583.1,99707.1632692371
515,MM_01,25,97717.35000000003,100131.53945541379
515,Trend_01,-10,100982.19999999992,100016.52421783442
515,Arb_01,-40,103583.1,99720.396871338
516,MM_01,25,97717.35000000003,100141.22785915397
516,Trend_01,-10,100982.19999999992,100012.64885633835
516,Arb_01,-40,103583.1,99704.89542535371
517,MM_01,20,98202.00000000003,100136.63055617294
517,Trend_01,0,100012.89999999994,100012.89999999994
517,Arb_01,-40,103583.1,99713.83888765417
518,MM_01,25,97719.35000000003,100150.95913651444
518,Trend_01,-10,100978.19999999992,100005.55634539416
518,Arb_01,-40,103583.1,99692.52538157695
519,MM_01,20,98205.55000000003,100133.99483750413
519,Trend_01,0,100005.79999999993,100005.79999999993
519,Arb_01,-40,103583.1,99726.2103249918
520,MM_01,25,97724.45000000003,100165.14570389791
520,Trend_01,-10,100967.99999999994,99991.7217184408
520,Arb_01,-40,103583.1,99677.9868737634
521,MM_01,15,98700.45000000003,100164.59687595392
521,Trend_01,0,99991.99999999994,99991.99999999994
521,Arb_01,-30,102607.1,99678.80624809221
522,MM_01,15,98700.45000000003,100167.65407461196
522,Trend_01,0,99991.99999999994,99991.99999999994
522,Arb_01,-30,102607.1,99672.69185077616
523,MM_01,20,98212.25000000003,100151.55186909178
523,Trend_01,0,99991.99999999994,99991.99999999994
523,Arb_01,-40,103583.5,99704.89626181648
524,MM_01,30,97244.55000000002,100164.29726486802
524,Trend_01,-10,100959.69999999995,99986.45091171062
524,Arb_01,-50,104551.20000000001,99684.95455855336
525,MM_01,30,97244.55000000002,100149.4772998342
525,Trend_01,-10,100959.69999999995,99991.39090005522
525,Arb_01,-50,104551.20000000001,99709.65450027637
526,MM_01,30,97244.55000000002,100179.74762540386
526,Trend_01,-10,100959.69999999995,99981.300791532
526,Arb_01,-50,104551.20000000001,99659.20395766027
527,MM_01,25,97733.50000000001,100170.45746506199
527,Trend_01,0,99981.79999999996,99981.79999999996
527,Arb_01,-50,104551.20000000001,99677.28506987604
528,MM_01,20,98220.75000000001,100183.33426972703
528,Trend_01,10,99007.29999999996,99988.59213486346
528,Arb_01,-50,104551.20000000001,99644.73932568249
529,MM_01,20,98220.75000000001,100194.48275445378
529,Trend_01,10,99007.29999999996,99994.16637722685
529,Arb_01,-50,104551.20000000001,99616.86811386558
530,MM_01,25,97728.30000000002,100189.58386374518
530,Trend_01,10,99007.29999999996,99991.81354549802
530,Arb_01,-60,105536.1,99629.01872701161
531,MM_01,15,98712.6,100203.85122044757
531,Trend_01,20,98022.99999999997,100011.33496059672
531,Arb_01,-50,104551.80000000002,99580.96259850815
532,MM_01,15,98712.6,100204.71551468899
532,Trend_01,20,98022.99999999997,100012.48735291862
532,Arb_01,-50,104551.80000000002,99578.0816177034
533,MM_01,20,98216.1,100209.13384242002
533,Trend_01,20,98022.99999999997,100016.03384241999
533,Arb_01,-60,105544.80000000002,99565.69847273997
534,MM_01,20,98216.1,100215.0930273608
534,Trend_01,20,98022.99999999997,100021.99302736076
534,Arb_01,-60,105544.80000000002,99547.82091791766
535,MM_01,20,98216.1,100206.13967293201
535,Trend_01,20,98022.99999999997,100013.03967293198
535,Arb_01,-60,105544.80000000002,99574.680981204
536,MM_01,30,97223.1,100203.77920031038
536,Trend_01,10,99015.99999999997,100009.55973343676
536,Arb_01,-70,106537.80000000002,99582.88186594247
537,MM_01,30,97223.1,100221.45173830634
537,Trend_01,10,99015.99999999997,100015.45057943542
537,Arb_01,-70,106537.80000000002,99541.64594395192
538,MM_01,25,97722.6,100242.11753308726
538,Trend_01,20,98016.99999999997,100032.61402646978
538,Arb_01,-70,106537.80000000002,99483.1509073557
539,MM_01,20,98226.40000000001,100249.46914106444
539,Trend_01,30,97009.39999999997,100044.00371159661
539,Arb_01,-70,106537.80000000002,99457.05800627451
540,MM_01,25,97721.65000000001,100266.62375643925
540,Trend_01,30,97009.39999999997,100063.36850772705
540,Arb_01,-80,107547.30000000002,99403.38397939446
541,MM_01,15,98739.35000000002,100263.0435944649
541,Trend_01,40,95991.69999999995,100054.88291857298
541,Arb_01,-70,106529.6,99419.0298924972
542,MM_01,20,98232.35000000002,100273.54473775673
542,Trend_01,40,95991.69999999995,100074.08947551338
542,Arb_01,-80,107543.6,99378.82104897316
543,MM_01,20,98232.35000000002,100275.31449068965
543,Trend_01,40,95991.69999999995,100077.62898137922
543,Arb_01,-80,107543.6,99371.74203724148
544,MM_01,20,98232.35000000002,100273.45887080245
544,Trend_01,40,95991.69999999995,100073.91774160482
544,Arb_01,-80,107543.6,99379.16451679029
545,MM_01,20,98232.35000000002,100272.34658079807
545,Trend_01,40,95991.69999999995,100071.69316159605
545,Arb_01,-80,107543.6,99383.6136768078
546,MM_01,30,97214.35000000002,100266.69902473377
546,Trend_01,30,97009.69999999995,100062.0490247337
