step,agent_id,inventory,cash,total_value
183,MM_01,25,97593.40000000004,100003.38089679324
183,Trend_01,-50,104956.59999999995,100136.63820641354
183,Arb_01,0,99856.59999999998,99856.59999999998
184,MM_01,25,97593.40000000004,99991.62837059062
184,Trend_01,-50,104956.59999999995,100160.14325881877
184,Arb_01,0,99856.59999999998,99856.59999999998
185,MM_01,25,97593.40000000004,99989.16819439062
185,Trend_01,-50,104956.59999999995,100165.0636112188
185,Arb_01,0,99856.59999999998,99856.59999999998
186,MM_01,20,98072.45000000004,100009.7106593937
186,Trend_01,-50,104956.59999999995,100113.44835151578
186,Arb_01,10,98898.49999999997,99867.13032969681
187,MM_01,20,98072.45000000004,100002.810047557
187,Trend_01,-50,104956.59999999995,100130.69988110755
187,Arb_01,10,98898.49999999997,99863.68002377845
188,MM_01,25,97590.85000000003,100001.57856435684
188,Trend_01,-50,104956.59999999995,100135.14287128634
188,Arb_01,0,99861.69999999998,99861.69999999998
189,MM_01,20,98072.85000000003,100005.55662077911
189,Trend_01,-40,103992.59999999995,100127.18675844179
189,Arb_01,0,99861.69999999998,99861.69999999998
190,MM_01,20,98072.85000000003,100007.28796774916
190,Trend_01,-40,103992.59999999995,100123.7240645017
190,Arb_01,0,99861.69999999998,99861.69999999998
191,MM_01,25,97590.25000000003,100017.76492346184
191,Trend_01,-40,103992.59999999995,100108.57612246105
191,Arb_01,-10,100826.9,99855.89403061527
192,MM_01,20,98075.65000000002,100007.44364227627
192,Trend_01,-30,103021.79999999996,100124.10953658559
192,Arb_01,-10,100826.9,99861.00317886187
193,MM_01,25,97593.70000000003,100016.53307901352
193,Trend_01,-40,103985.69999999995,100109.16707357836
193,Arb_01,-10,100826.9,99857.76676839459
194,MM_01,15,98562.60000000002,100003.16303468254
194,Trend_01,-30,103016.79999999996,100135.6739306349
194,Arb_01,0,99858.0,99858.0
195,MM_01,20,98083.30000000002,100006.4480998546
195,Trend_01,-40,103975.39999999997,100129.10380029077
195,Arb_01,0,99858.0,99858.0
196,MM_01,25,97603.50000000001,99991.47409516238
196,Trend_01,-50,104934.99999999997,100159.05180967525
196,Arb_01,0,99858.0,99858.0
197,MM_01,25,97603.50000000001,99992.80572169439
197,Trend_01,-50,104934.99999999997,100156.38855661124
197,Arb_01,0,99858.0,99858.0
198,MM_01,25,97603.50000000001,99994.16848818804
198,Trend_01,-50,104934.99999999997,100153.66302362391
198,Arb_01,0,99858.0,99858.0
199,MM_01,25,97603.50000000001,99997.0144054347
199,Trend_01,-50,104934.99999999997,100147.97118913059
199,Arb_01,0,99858.0,99858.0
200,MM_01,15,98560.70000000003,100002.89603223276
200,Trend_01,-40,103977.79999999996,100131.943914046
200,Arb_01,10,98900.79999999999,99862.26402148847
201,MM_01,15,98560.70000000003,99990.36055427969
201,Trend_01,-40,103977.79999999996,100165.37185525418
201,Arb_01,10,98900.79999999999,99853.90703618643
202,MM_01,25,97609.30000000003,100011.83381369642
202,Trend_01,-50,104929.19999999995,100124.13237260719
202,Arb_01,0,99852.19999999998,99852.19999999998
203,MM_01,15,98570.10000000002,100015.90515281883
203,Trend_01,-40,103968.39999999997,100112.91959248316
203,Arb_01,10,98891.4,99855.2701018792
204,MM_01,15,98570.10000000002,100020.05430489044
204,Trend_01,-40,103968.39999999997,100101.85518695884
204,Arb_01,10,98891.4,99858.03620326027
205,MM_01,15,98570.10000000002,100020.43388961127
205,Trend_01,-40,103968.39999999997,100100.84296103661
205,Arb_01,10,98891.4,99858.28925974084
206,MM_01,20,98087.55000000002,100022.70851888231
206,Trend_01,-40,103968.39999999997,100098.08296223539
206,Arb_01,0,99856.5,99856.5
207,MM_01,20,98087.55000000002,100036.1774991601
207,Trend_01,-40,103968.39999999997,100071.1450016798
207,Arb_01,0,99856.5,99856.5
208,MM_01,25,97601.40000000002,100044.54199919231
208,Trend_01,-40,103968.39999999997,100059.3728012923
208,Arb_01,-10,100828.79999999999,99851.54320032307
209,MM_01,20,98089.90000000002,100035.47887692024
209,Trend_01,-30,102991.39999999997,100073.03168461964
209,Arb_01,-10,100828.79999999999,99856.01056153988
210,MM_01,25,97604.50000000003,100018.04848800106
210,Trend_01,-40,103962.19999999995,100100.5224191983
210,Arb_01,-10,100828.79999999999,99863.38060479957
211,MM_01,20,98087.10000000003,100033.93297985772
211,Trend_01,-40,103962.19999999995,100068.53404028456
211,Arb_01,0,99863.59999999998,99863.59999999998
212,MM_01,20,98087.10000000003,100028.55928063978
212,Trend_01,-40,103962.19999999995,100079.28143872047
212,Arb_01,0,99863.59999999998,99863.59999999998
213,MM_01,20,98087.10000000003,100034.77787721303
213,Trend_01,-40,103962.19999999995,100066.84424557397
213,Arb_01,0,99863.59999999998,99863.59999999998
214,MM_01,20,98087.10000000003,100038.86589233337
214,Trend_01,-40,103962.19999999995,100058.66821533328
214,Arb_01,0,99863.59999999998,99863.59999999998
215,MM_01,25,97600.15000000004,100042.65265545629
215,Trend_01,-40,103962.19999999995,100054.19575126996
215,Arb_01,-10,100837.49999999997,99860.49893781748
216,MM_01,20,98088.55000000003,100044.83070246484
216,Trend_01,-30,102985.39999999997,100050.97894630276
216,Arb_01,-10,100837.49999999997,99859.35964876757
217,MM_01,20,98088.55000000003,100044.9146161081
217,Trend_01,-30,102985.39999999997,100050.85307583786
217,Arb_01,-10,100837.49999999997,99859.31769194594
218,MM_01,25,97600.45000000003,100043.75981828937
218,Trend_01,-30,102985.39999999997,100053.42821805275
218,Arb_01,-20,101813.69999999998,99859.0521453685
219,MM_01,25,97600.45000000003,100040.56284387148
219,Trend_01,-30,102985.39999999997,100057.26458735422
219,Arb_01,-20,101813.69999999998,99861.60972490281
220,MM_01,20,98088.35000000002,100021.42972489794
220,Trend_01,-30,102985.39999999997,100085.78041265308
220,Arb_01,-10,100837.9,99871.36013755103
221,MM_01,25,97606.10000000002,100010.04497156365
221,Trend_01,-40,103949.89999999997,100103.58804549817
221,Arb_01,-10,100837.9,99876.32201137455
222,MM_01,25,97606.10000000002,100006.4098717429
222,Trend_01,-40,103949.89999999997,100109.40420521135
222,Arb_01,-10,100837.9,99877.77605130285
223,MM_01,25,97606.10000000002,100013.82721347926
223,Trend_01,-40,103949.89999999997,100097.53645843317
223,Arb_01,-10,100837.9,99874.8091146083
224,MM_01,20,98087.50000000001,100022.94190598217
224,Trend_01,-30,102987.09999999998,100083.93714102675
224,Arb_01,-10,100837.9,99870.17904700892
225,MM_01,25,97604.65000000001,100008.58390304429
225,Trend_01,-30,102987.09999999998,100102.37931634684
225,Arb_01,-20,101803.6,99880.45287756457
226,MM_01,25,97604.65000000001,100025.8646139969
226,Trend_01,-30,102987.09999999998,100081.64246320371
226,Arb_01,-20,101803.6,99866.6283088025
227,MM_01,20,98088.75000000001,100024.53951056003
227,Trend_01,-20,102018.89999999997,100083.11048943995
227,Arb_01,-20,101803.6,99867.81048943999
228,MM_01,20,98088.75000000001,100033.09190933238
228,Trend_01,-20,102018.89999999997,100074.5580906676
228,Arb_01,-20,101803.6,99859.25809066764
229,MM_01,20,98088.75000000001,100051.75329559995
229,Trend_01,-20,102018.89999999997,100055.89670440003
229,Arb_01,-20,101803.6,99840.59670440007
230,MM_01,20,98088.75000000001,100053.63952645581
230,Trend_01,-20,102018.89999999997,100054.01047354417
230,Arb_01,-20,101803.6,99838.71047354421
231,MM_01,20,98088.75000000001,100036.5765260002
231,Trend_01,-20,102018.89999999997,100071.07347399979
231,Arb_01,-20,101803.6,99855.77347399983
232,MM_01,25,97602.80000000002,100046.05238212046
232,Trend_01,-30,102990.79999999996,100058.89714145543
232,Arb_01,-20,101803.6,99848.99809430365
233,MM_01,25,97602.80000000002,100045.18338519242
233,Trend_01,-30,102990.79999999996,100059.93993776909
233,Arb_01,-20,101803.6,99849.69329184608
234,MM_01,25,97602.80000000002,100034.38409948713
234,Trend_01,-30,102990.79999999996,100072.89908061543
234,Arb_01,-20,101803.6,99858.33272041033
235,MM_01,25,97602.80000000002,100031.39702565563
235,Trend_01,-30,102990.79999999996,100076.48356921322
235,Arb_01,-20,101803.6,99860.72237947551
236,MM_01,25,97602.80000000002,100023.78819817054
236,Trend_01,-30,102990.79999999996,100085.61416219533
236,Arb_01,-20,101803.6,99866.80944146359
237,MM_01,25,97602.80000000002,100032.84953858376
237,Trend_01,-30,102990.79999999996,100074.74055369946
237,Arb_01,-20,101803.6,99859.560369133
238,MM_01,20,98088.70000000001,100031.1745015173
238,Trend_01,-20,102018.99999999997,100076.52549848269
238,Arb_01,-20,101803.6,99861.12549848272
239,MM_01,20,98088.70000000001,100033.75991650105
239,Trend_01,-20,102018.99999999997,100073.94008349894
239,Arb_01,-20,101803.6,99858.54008349897
240,MM_01,20,98088.70000000001,100042.28210245162
240,Trend_01,-20,102018.99999999997,100065.41789754837
240,Arb_01,-20,101803.6,99850.0178975484
241,MM_01,20,98088.70000000001,100034.92751146789
241,Trend_01,-20,102018.99999999997,100072.7724885321
241,Arb_01,-20,101803.6,99857.37248853213
242,MM_01,25,97603.15000000001,100030.40694745682
242,Trend_01,-30,102990.09999999998,100077.39166305179
242,Arb_01,-20,101803.6,99861.79444203456
243,MM_01,20,98088.50000000001,100025.15933216046
243,Trend_01,-30,102990.09999999998,100085.1110017593
243,Arb_01,-10,100832.9,99864.57033391976
244,MM_01,25,97605.35000000002,100022.63949846891
244,Trend_01,-40,103956.39999999997,100088.73680244974
244,Arb_01,-10,100832.9,99865.98420061244
245,MM_01,20,98088.70000000003,100033.97409230004
245,Trend_01,-40,103956.39999999997,100065.85181539995
245,Arb_01,0,99866.19999999998,99866.19999999998
246,MM_01,20,98088.70000000003,100026.91929608256
246,Trend_01,-40,103956.39999999997,100079.9614078349
246,Arb_01,0,99866.19999999998,99866.19999999998
247,MM_01,30,97121.60000000002,100014.94155986325
247,Trend_01,-50,104923.49999999997,100101.26406689458
247,Arb_01,-10,100833.29999999999,99868.85281337891
248,MM_01,30,97121.60000000002,100006.5143115557
248,Trend_01,-50,104923.49999999997,100115.3094807405
248,Arb_01,-10,100833.29999999999,99871.6618961481
249,MM_01,30,97121.60000000002,100008.58554840866
249,Trend_01,-50,104923.49999999997,100111.85741931891
249,Arb_01,-10,100833.29999999999,99870.97148386377
250,MM_01,25,97602.50000000001,99982.26938172242
250,Trend_01,-50,104923.49999999997,100163.96123655516
250,Arb_01,0,99871.5,99871.5
251,MM_01,25,97602.50000000001,99985.69384540131
251,Trend_01,-50,104923.49999999997,100157.11230919739
251,Arb_01,0,99871.5,99871.5
252,MM_01,20,98079.00000000001,99992.68771881655
252,Trend_01,-50,104923.49999999997,100139.28070295864
252,Arb_01,10,98918.5,99875.34385940827
253,MM_01,20,98079.00000000001,99985.79992862155
253,Trend_01,-50,104923.49999999997,100156.50017844615
253,Arb_01,10,98918.5,99871.89996431077
254,MM_01,30,97127.60000000002,99974.92671644568
254,Trend_01,-60,105874.89999999997,100180.24656710864
254,Arb_01,0,99869.9,99869.9
255,MM_01,30,97127.60000000002,99996.14827751285
255,Trend_01,-60,105874.89999999997,100137.8034449743
255,Arb_01,0,99869.9,99869.9
256,MM_01,20,98083.30000000003,99986.19657934897
256,Trend_01,-50,104919.19999999995,100161.95855162761
256,Arb_01,10,98914.19999999998,99865.64828967446
257,MM_01,30,97133.90000000004,99964.89468896449
257,Trend_01,-60,105868.59999999995,100206.61062207106
257,Arb_01,0,99863.59999999998,99863.59999999998
258,MM_01,25,97605.50000000004,99972.45930930419
258,Trend_01,-60,105868.59999999995,100187.89765767
258,Arb_01,10,98920.39999999997,99867.18372372162
259,MM_01,20,98078.75000000004,99977.65230789428
259,Trend_01,-60,105868.59999999995,100171.89307631721
259,Arb_01,20,97973.89999999997,99872.8023078942
260,MM_01,25,97605.00000000004,99958.65591498271
260,Trend_01,-60,105868.59999999995,100219.82580404154
260,Arb_01,10,98921.39999999997,99862.86236599303
261,MM_01,20,98075.60000000005,99952.85442662956
261,Trend_01,-60,105868.59999999995,100236.83672011139
261,Arb_01,20,97980.19999999995,99857.45442662947
262,MM_01,25,97607.30000000005,99943.14761997866
262,Trend_01,-70,106805.19999999995,100264.82666405986
262,Arb_01,20,97980.19999999995,99848.87809598284
263,MM_01,25,97607.30000000005,99930.66502394137
263,Trend_01,-70,106805.19999999995,100299.77793296422
263,Arb_01,20,97980.19999999995,99838.89201915302
264,MM_01,25,97607.30000000005,99930.39184024018
264,Trend_01,-70,106805.19999999995,100300.5428473276
264,Arb_01,20,97980.19999999995,99838.67347219205
265,MM_01,25,97607.30000000005,99940.26376441924
265,Trend_01,-70,106805.19999999995,100272.90145962618
265,Arb_01,20,97980.19999999995,99846.57101153531
266,MM_01,15,98540.20000000004,99929.69162311201
266,Trend_01,-60,105872.29999999996,100314.33350755207
266,Arb_01,30,97047.29999999996,99826.2832462239
267,MM_01,25,97615.60000000003,99923.92532617597
267,Trend_01,-70,106796.89999999997,100333.58908670735
267,Arb_01,20,97971.89999999997,99818.5602609407
268,MM_01,25,97615.60000000003,99927.96434982705
268,Trend_01,-70,106796.89999999997,100322.27982048431
268,Arb_01,20,97971.89999999997,99821.79147986158
269,MM_01,25,97615.60000000003,99941.32151447375
269,Trend_01,-70,106796.89999999997,100284.87975947357
269,Arb_01,20,97971.89999999997,99832.47721157894
270,MM_01,20,98080.60000000003,99930.92098256807
270,Trend_01,-60,105866.89999999997,100315.93705229583
270,Arb_01,20,97971.89999999997,99822.220982568
271,MM_01,25,97619.00000000003,99909.66183627122
271,Trend_01,-70,106790.09999999998,100376.24685844063
271,Arb_01,20,97971.89999999997,99804.42946901692
272,MM_01,25,97619.00000000003,99908.83547575981
272,Trend_01,-70,106790.09999999998,100378.5606678726
272,Arb_01,20,97971.89999999997,99803.76838060778
273,MM_01,25,97619.00000000003,99897.6799194008
273,Trend_01,-70,106790.09999999998,100409.79622567781
273,Arb_01,20,97971.89999999997,99794.84393552058
274,MM_01,25,97619.00000000003,99905.47973524912
274,Trend_01,-70,106790.09999999998,100387.95674130254
274,Arb_01,20,97971.89999999997,99801.08378819923
275,MM_01,20,98076.15000000002,99891.55893397686
275,Trend_01,-60,105875.79999999999,100429.57319806945
275,Arb_01,20,97971.89999999997,99787.3089339768
276,MM_01,30,97170.45000000001,99876.69893837368
276,Trend_01,-70,106781.5,100466.91914379477
276,Arb_01,10,98877.59999999998,99779.68297945787
277,MM_01,30,97170.45000000001,99836.30800214208
277,Trend_01,-70,106781.5,100561.1646616685
277,Arb_01,10,98877.59999999998,99766.21933404733
278,MM_01,25,97614.50000000001,99833.47864560355
278,Trend_01,-70,106781.5,100568.3597923101
278,Arb_01,20,97989.49999999997,99764.6829164828
279,MM_01,25,97614.50000000001,99820.51660568376
279,Trend_01,-70,106781.5,100604.65350408551
279,Arb_01,20,97989.49999999997,99754.31328454697
280,MM_01,25,97614.50000000001,99813.49816678917
280,Trend_01,-70,106781.5,100624.30513299038
280,Arb_01,20,97989.49999999997,99748.69853343129
281,MM_01,25,97614.50000000001,99817.12671946565
281,Trend_01,-70,106781.5,100614.1451854962
281,Arb_01,20,97989.49999999997,99751.60137557249
282,MM_01,25,97614.50000000001,99802.9741316686
282,Trend_01,-70,106781.5,100653.77243132796
282,Arb_01,20,97989.49999999997,99740.27930533484
283,MM_01,25,97614.50000000001,99820.10578273456
283,Trend_01,-70,106781.5,100605.80380834325
283,Arb_01,20,97989.49999999997,99753.98462618761
284,MM_01,20,98055.50000000001,99816.07392478613
284,Trend_01,-60,105899.5,100617.77822564165
284,Arb_01,20,97989.49999999997,99750.07392478609
285,MM_01,20,98055.50000000001,99819.41261190764
285,Trend_01,-60,105899.5,100607.76216427714
285,Arb_01,20,97989.49999999997,99753.4126119076
286,MM_01,20,98055.50000000001,99815.17424018763
286,Trend_01,-60,105899.5,100620.47727943715
286,Arb_01,20,97989.49999999997,99749.17424018758
287,MM_01,25,97616.60000000002,99811.6231565555
287,Trend_01,-70,106777.29999999999,100631.23516164462
287,Arb_01,20,97989.49999999997,99745.51852524436
288,MM_01,25,97616.60000000002,99815.86391547474
288,Trend_01,-70,106777.29999999999,100619.3610366708
288,Arb_01,20,97989.49999999997,99748.91113237974
289,MM_01,20,98056.35000000002,99825.28589007612
289,Trend_01,-70,106777.29999999999,100586.02438473362
289,Arb_01,30,97109.99999999997,99763.40383511414
290,MM_01,20,98056.35000000002,99821.25931575794
290,Trend_01,-70,106777.29999999999,100600.11739484726
290,Arb_01,30,97109.99999999997,99757.36397363685
291,MM_01,20,98056.35000000002,99831.3057522023
291,Trend_01,-70,106777.29999999999,100564.95486729199
291,Arb_01,30,97109.99999999997,99772.43362830339
292,MM_01,20,98056.35000000002,99837.02133914873
292,Trend_01,-70,106777.29999999999,100544.95031297948
292,Arb_01,30,97109.99999999997,99781.00700872304
293,MM_01,20,98056.35000000002,99838.50310400996
293,Trend_01,-70,106777.29999999999,100539.7641359652
293,Arb_01,30,97109.99999999997,99783.22965601488
294,MM_01,20,98056.35000000002,99842.41617526134
294,Trend_01,-70,106777.29999999999,100526.06838658536
294,Arb_01,30,97109.99999999997,99789.09926289195
295,MM_01,25,97610.85000000002,99854.09368379142
295,Trend_01,-70,106777.29999999999,100496.21768538408
295,Arb_01,20,98000.99999999997,99795.5949470331
296,MM_01,20,98059.35000000002,99864.03092508722
296,Trend_01,-60,105880.29999999999,100466.2572247384
296,Arb_01,20,98000.99999999997,99805.68092508717
297,MM_01,25,97609.20000000003,99871.27452103334
297,Trend_01,-60,105880.29999999999,100451.32114952002
297,Arb_01,10,98901.29999999996,99806.12980841329
298,MM_01,20,98061.50000000003,99859.39262084155
298,Trend_01,-50,104975.69999999998,100480.96844789616
298,Arb_01,10,98901.29999999996,99800.24631042073
299,MM_01,25,97613.05000000003,99865.65817534809
299,Trend_01,-60,105872.59999999998,100466.34037916464
299,Arb_01,10,98901.29999999996,99802.34327013919
300,MM_01,20,98063.45000000003,99873.85612153009
300,Trend_01,-60,105872.59999999998,100441.38163540978
300,Arb_01,20,98000.49999999997,99810.90612153003
301,MM_01,20,98063.45000000003,99869.27717396083
301,Trend_01,-60,105872.59999999998,100455.11847811757
301,Arb_01,20,98000.49999999997,99806.32717396077
302,MM_01,20,98063.45000000003,99870.80630187594
302,Trend_01,-60,105872.59999999998,100450.53109437223
302,Arb_01,20,98000.49999999997,99807.85630187589
303,MM_01,20,98063.45000000003,99876.32084391796
303,Trend_01,-60,105872.59999999998,100433.9874682462
303,Arb_01,20,98000.49999999997,99813.37084391789
304,MM_01,20,98063.45000000003,99873.52681881015
304,Trend_01,-60,105872.59999999998,100442.36954356961
304,Arb_01,20,98000.49999999997,99810.57681881009
305,MM_01,25,97611.95000000003,99867.4212698882
305,Trend_01,-60,105872.59999999998,100459.46895226835
305,Arb_01,10,98903.49999999997,99805.68850795524
306,MM_01,25,97611.95000000003,99868.36254577451
306,Trend_01,-60,105872.59999999998,100457.20989014122
306,Arb_01,10,98903.49999999997,99806.06501830976
307,MM_01,20,98063.10000000002,99881.63727206604
307,Trend_01,-60,105872.59999999998,100416.9881838019
307,Arb_01,20,98001.19999999998,99819.737272066
308,MM_01,20,98063.10000000002,99885.34815943753
308,Trend_01,-60,105872.59999999998,100405.85552168744
308,Arb_01,20,98001.19999999998,99823.4481594375
309,MM_01,25,97608.55000000002,99883.76288760731
309,Trend_01,-60,105872.59999999998,100412.08906974245
309,Arb_01,10,98910.29999999999,99820.38515504291
310,MM_01,20,98063.45000000001,99872.14310342871
310,Trend_01,-50,104962.79999999999,100441.06724142825
310,Arb_01,10,98910.29999999999,99814.64655171434
311,MM_01,25,97612.30000000002,99870.05273640575
311,Trend_01,-60,105865.09999999998,100446.49343262623
311,Arb_01,10,98910.29999999999,99813.40109456229
312,MM_01,20,98063.75000000001,99857.45145273865
312,Trend_01,-60,105865.09999999998,100483.99564178407
312,Arb_01,20,98007.4,99801.10145273863
313,MM_01,30,97168.85000000002,99861.15947375838
313,Trend_01,-70,106759.99999999997,100477.94456123047
313,Arb_01,10,98902.29999999999,99799.73649125277
314,MM_01,25,97617.30000000002,99839.3266359124
314,Trend_01,-70,106759.99999999997,100538.3254194453
314,Arb_01,20,98005.4,99783.0213087299
315,MM_01,25,97617.30000000002,99832.58876438066
315,Trend_01,-70,106759.99999999997,100557.19145973417
315,Arb_01,20,98005.4,99777.6310115045
316,MM_01,25,97617.30000000002,99836.10607912269
316,Trend_01,-70,106759.99999999997,100547.3429784565
316,Arb_01,20,98005.4,99780.44486329814
317,MM_01,25,97617.30000000002,99842.19527354959
317,Trend_01,-70,106759.99999999997,100530.29323406119
317,Arb_01,20,98005.4,99785.31621883965
318,MM_01,20,98062.15000000002,99837.16192895664
318,Trend_01,-60,105870.29999999996,100545.26421313011
318,Arb_01,20,98005.4,99780.41192895662
319,MM_01,25,97619.40000000002,99840.61666051294
319,Trend_01,-70,106755.79999999996,100536.39335056378
319,Arb_01,20,98005.4,99782.37332841034
320,MM_01,20,98063.50000000003,99848.05307017345
320,Trend_01,-60,105867.59999999995,100513.94078947968
320,Arb_01,20,98005.4,99789.95307017342
321,MM_01,20,98063.50000000003,99843.28279638887
321,Trend_01,-60,105867.59999999995,100528.25161083342
321,Arb_01,20,98005.4,99785.18279638884
322,MM_01,25,97619.55000000003,99838.46592327717
322,Trend_01,-60,105867.59999999995,100542.20178413481
322,Arb_01,10,98893.29999999999,99780.86636931084
323,MM_01,25,97619.55000000003,99834.06864272045
323,Trend_01,-60,105867.59999999995,100552.75525747097
323,Arb_01,10,98893.29999999999,99779.10745708815
324,MM_01,25,97619.55000000003,99821.5055349152
324,Trend_01,-60,105867.59999999995,100582.90671620355
324,Arb_01,10,98893.29999999999,99774.08221396606
325,MM_01,25,97619.55000000003,99831.22608441675
325,Trend_01,-60,105867.59999999995,100559.57739739983
325,Arb_01,10,98893.29999999999,99777.97043376668
326,MM_01,25,97619.55000000003,99845.82226626144
326,Trend_01,-60,105867.59999999995,100524.54656097255
326,Arb_01,10,98893.29999999999,99783.80890650455
327,MM_01,15,98509.85000000002,99835.32257045715
327,Trend_01,-50,104977.29999999996,100559.05809847619
327,Arb_01,20,98003.0,99770.2967606095
328,MM_01,25,97627.95000000003,99830.85963216942
328,Trend_01,-60,105859.19999999995,100572.2168827934
328,Arb_01,10,98884.9,99766.06385286775
329,MM_01,25,97627.95000000003,99833.83617389157
329,Trend_01,-60,105859.19999999995,100565.07318266023
329,Arb_01,10,98884.9,99767.25446955662
330,MM_01,25,97627.95000000003,99829.36998060768
330,Trend_01,-60,105859.19999999995,100575.7920465416
330,Arb_01,10,98884.9,99765.46799224305
331,MM_01,20,98068.10000000002,99834.1683250835
331,Trend_01,-60,105859.19999999995,100560.99502474949
331,Arb_01,20,98004.6,99770.66832508349
332,MM_01,20,98068.10000000002,99836.70692560646
332,Trend_01,-60,105859.19999999995,100553.37922318063
332,Arb_01,20,98004.6,99773.20692560644
333,MM_01,20,98068.10000000002,99838.00938143535
333,Trend_01,-60,105859.19999999995,100549.47185569396
333,Arb_01,20,98004.6,99774.50938143533
334,MM_01,20,98068.10000000002,99843.9326393321
334,Trend_01,-60,105859.19999999995,100531.70208200371
334,Arb_01,20,98004.6,99780.43263933208
335,MM_01,25,97625.15000000002,99826.97576175819
335,Trend_01,-60,105859.19999999995,100574.81817178034
335,Arb_01,10,98890.5,99771.23030470326
336,MM_01,25,97625.15000000002,99825.07561547813
336,Trend_01,-60,105859.19999999995,100579.3785228525
336,Arb_01,10,98890.5,99770.47024619124
337,MM_01,25,97625.15000000002,99825.51950341095
337,Trend_01,-60,105859.19999999995,100578.31319181374
337,Arb_01,10,98890.5,99770.64780136436
338,MM_01,25,97625.15000000002,99843.8261474744
338,Trend_01,-60,105859.19999999995,100534.37724606141
338,Arb_01,10,98890.5,99777.97045898976
339,MM_01,20,98068.75000000003,99830.15659276134
339,Trend_01,-50,104971.99999999994,100568.48351809666
339,Arb_01,10,98890.5,99771.20329638066
340,MM_01,25,97629.40000000002,99833.02296298495
340,Trend_01,-60,105850.69999999995,100562.00488883612
340,Arb_01,10,98890.5,99771.94918519397
341,MM_01,20,98070.00000000003,99819.21001582104
341,Trend_01,-60,105850.69999999995,100603.06995253691
341,Arb_01,20,98009.29999999999,99758.510015821
342,MM_01,25,97633.70000000003,99828.99053839075
342,Trend_01,-70,106723.29999999996,100576.48649250594
342,Arb_01,20,98009.29999999999,99765.53243071257
343,MM_01,25,97633.70000000003,99824.30586567317
343,Trend_01,-70,106723.29999999996,100589.60357611514
343,Arb_01,20,98009.29999999999,99761.78469253851
344,MM_01,25,97633.70000000003,99811.06681857878
344,Trend_01,-70,106723.29999999996,100626.67290797945
344,Arb_01,20,98009.29999999999,99751.193454863
345,MM_01,20,98069.05000000003,99814.90643169524
345,Trend_01,-70,106723.29999999996,100612.80248906671
345,Arb_01,30,97138.59999999998,99757.3846475428
346,MM_01,25,97633.60000000003,99829.37611802136
346,Trend_01,-80,107594.19999999995,100567.71642233172
346,Arb_01,30,97138.59999999998,99773.53134162557
347,MM_01,20,98072.65000000004,99817.08203737762
347,Trend_01,-70,106716.09999999995,100610.58786917839
347,Arb_01,30,97138.59999999998,99755.24805606637
348,MM_01,30,97202.45000000003,99846.01437381966
348,Trend_01,-80,107586.29999999996,100536.7950031476
348,Arb_01,20,98008.79999999999,99771.17624921308
349,MM_01,25,97642.80000000003,99853.76514103943
349,Trend_01,-70,106705.59999999995,100514.89760508963
349,Arb_01,20,98008.79999999999,99777.5721128315
350,MM_01,15,98526.90000000004,99851.42825990584
350,Trend_01,-60,105821.49999999994,100523.38696037677
350,Arb_01,30,97124.69999999998,99773.75651981158
351,MM_01,15,98526.90000000004,99845.1416972477
351,Trend_01,-60,105821.49999999994,100548.53321100926
351,Arb_01,30,97124.69999999998,99761.18339449533
352,MM_01,25,97649.80000000003,99869.2738897287
352,Trend_01,-70,106698.59999999995,100484.07310875968
352,Arb_01,20,98001.79999999999,99777.37911178292
353,MM_01,15,98537.30000000003,99860.19792420533
353,Trend_01,-60,105811.09999999995,100519.5083031787
353,Arb_01,30,97114.29999999999,99760.09584841061
354,MM_01,25,97657.10000000002,99866.6676507348
354,Trend_01,-70,106691.29999999996,100504.51057794258
354,Arb_01,20,97994.5,99762.15412058782
355,MM_01,15,98540.70000000003,99871.4033891714
355,Trend_01,-60,105807.69999999995,100484.88644331443
355,Arb_01,30,97110.9,99772.30677834275
356,MM_01,15,98540.70000000003,99864.13835733527
356,Trend_01,-60,105807.69999999995,100513.946570659
356,Arb_01,30,97110.9,99757.77671467047
357,MM_01,20,98100.45000000003,99875.54697615569
357,Trend_01,-70,106688.19999999995,100475.36058345514
357,Arb_01,30,97110.9,99773.54546423348
358,MM_01,20,98100.45000000003,99876.91872781739
358,Trend_01,-70,106688.19999999995,100470.55945263915
358,Arb_01,30,97110.9,99775.60309172605
359,MM_01,25,97657.35000000002,99872.53707302686
359,Trend_01,-70,106688.19999999995,100485.67619552481
359,Arb_01,20,97997.1,99769.24965842148
360,MM_01,20,98100.25000000001,99878.3304912495
360,Trend_01,-60,105802.39999999997,100468.15852625151
360,Arb_01,20,97997.1,99775.18049124948
361,MM_01,20,98100.25000000001,99889.01765501521
361,Trend_01,-60,105802.39999999997,100436.09703495436
361,Arb_01,20,97997.1,99785.8676550152
362,MM_01,25,97654.05000000002,99911.40607080937
362,Trend_01,-60,105802.39999999997,100384.74543005752
362,Arb_01,10,98889.5,99792.44242832375
363,MM_01,15,98556.75000000003,99919.24821445496
363,Trend_01,-50,104899.69999999995,100358.03928515021
363,Arb_01,20,97986.79999999999,99803.46428593989
364,MM_01,20,98103.45000000003,99932.31461395019
364,Trend_01,-50,104899.69999999995,100327.53846512453
364,Arb_01,10,98893.4,99807.83230697508
365,MM_01,20,98103.45000000003,99936.77393916673
365,Trend_01,-50,104899.69999999995,100316.39015208319
